Date,Amazon_Sales,Flipkart_Sales,Website_Sales,Offline_Sales,Gross_Sales,Total_Orders,Average_Order_Value,Returns,Net_Sales,COGS,Gross_Profit,Platform_Fees,Marketing_Spend_Digital,Marketing_Spend_Offline,Total_Marketing_Spend,Contribution_Margin,Fixed_Cost_Allocation,Net_Profit_Loss,Debt_Repayment_Cash_Out,Net_Cash_Flow,Profitability_Label,Marketing_Efficiency_Ratio,Marketing_Efficiency_Label,Dominant_Sales_Channel
24-07-2024,46776,35819.92,22335.7,16886.89,121818.51,84,1450.22,36684.2,85134.31,49168.42,35965.89,22052.26,13954.13,1334.9,15289.03,-1375.41,11513.16,-12888.56,0,-12888.56,Low Profit,5.568326441,Low Efficiency,Amazon_Sales
25-07-2024,54682.32,35415.12,16017.3,20567.11,126681.86,87,1456.11,38148.74,88533.12,51131.37,37401.75,24164.83,14111.46,1625.83,15737.29,-2500.37,11513.16,-14013.53,0,-14013.53,Low Profit,5.625690319,Medium Efficiency,Amazon_Sales
26-07-2024,50912.5,33462.36,26294.9,22633.17,133302.94,91,1464.87,40142.6,93160.33,53803.77,39356.57,22621.09,14717.2,1789.15,16506.35,229.13,11513.16,-11284.03,0,-11284.03,Medium Profit,5.643908556,Medium Efficiency,Amazon_Sales
27-07-2024,83238.32,41069.47,35163.36,24611.15,184082.3,127,1449.47,55434.2,128648.09,74299.35,54348.75,33574.1,21206.96,1945.51,23152.47,-2377.82,11513.16,-13890.97,0,-13890.97,Low Profit,5.556560056,Low Efficiency,Amazon_Sales
28-07-2024,86765.44,48992.87,29453.9,24229.6,189441.82,130,1457.24,57048.16,132393.66,76462.56,55931.1,36542.54,21970.43,1915.34,23885.77,-4497.21,11513.16,-16010.37,0,-16010.37,Low Profit,5.542783842,Low Efficiency,Amazon_Sales
29-07-2024,34156.75,33549.84,17524.16,15841.76,101072.51,69,1464.82,30436.79,70635.72,40794.91,29840.81,17951.35,11334.24,1252.29,12586.53,-697.08,11513.16,-12210.23,0,-12210.23,Medium Profit,5.612009029,Medium Efficiency,Amazon_Sales
30-07-2024,42960.87,28974.21,17783.65,18893.4,108612.13,74,1467.73,32707.26,75904.87,43838.06,32066.82,19272.59,11931.07,1493.52,13424.59,-630.37,11513.16,-12143.53,0,-12143.53,Medium Profit,5.654166719,Medium Efficiency,Amazon_Sales
31-07-2024,48601.28,27903.18,20245.72,18178.64,114928.82,79,1454.8,34609.45,80319.37,46387.6,33931.77,20584.15,12866.13,1437.02,14303.15,-955.54,11513.16,-12468.7,0,-12468.7,Medium Profit,5.61550218,Medium Efficiency,Amazon_Sales
01-08-2024,39954.95,23096.03,23923.95,23603.36,110578.29,76,1454.98,33299.34,77278.95,44631.64,32647.31,16961.39,11566.19,1865.84,13432.03,2253.88,11513.16,-9259.27,0,-9259.27,High Profit,5.753333636,High Efficiency,Amazon_Sales
02-08-2024,38693.62,25582.77,16989.14,23531.92,104797.44,72,1455.52,31558.51,73238.93,42298.37,30940.56,17229.9,10806.94,1860.19,12667.13,1043.53,11513.16,-10469.63,0,-10469.63,High Profit,5.781809297,High Efficiency,Amazon_Sales
03-08-2024,74537.78,36205.88,39270.97,23237.57,173252.2,119,1455.9,52172.85,121079.35,69928.1,51151.25,29922.05,19949.4,1836.92,21786.33,-557.12,11513.16,-12070.28,0,-12070.28,Medium Profit,5.557583586,Low Efficiency,Amazon_Sales
04-08-2024,75093.79,34742.05,28010.68,32236.24,170082.77,117,1453.7,51218.41,118864.36,68648.85,50215.5,29711.77,18331.25,2548.27,20879.52,-375.79,11513.16,-11888.95,0,-11888.95,Medium Profit,5.692868418,High Efficiency,Amazon_Sales
05-08-2024,37834.82,32738.19,26466.08,17659.81,114698.91,79,1451.88,34540.22,80158.69,46294.81,33863.89,18778.3,12904.56,1396,14300.56,785.03,11513.16,-10728.13,350000,-360728.13,Medium Profit,5.60528329,Medium Efficiency,Amazon_Sales
06-08-2024,37110.14,26072.66,26271.27,20189.97,109644.04,75,1461.92,33018,76626.03,44254.56,32371.48,16909,11895.87,1596.01,13491.89,1970.59,11513.16,-9542.57,0,-9542.57,High Profit,5.679414078,Medium Efficiency,Amazon_Sales
07-08-2024,52516.91,21767.48,24501.46,14683.24,113469.09,78,1454.73,34169.87,79299.22,45798.43,33500.79,20146.6,13136.84,1160.71,14297.55,-943.36,11513.16,-12456.52,0,-12456.52,Medium Profit,5.546350249,Low Efficiency,Amazon_Sales
08-08-2024,43414.15,28073,25007.24,22305.41,118799.8,81,1466.66,35775.15,83024.64,47950.01,35074.64,19174.21,12832.12,1763.24,14595.36,1305.07,11513.16,-10208.09,0,-10208.09,High Profit,5.688427007,High Efficiency,Amazon_Sales
09-08-2024,52731.29,27752.54,25171.03,21355.66,127010.53,87,1459.89,38247.72,88762.81,51264.02,37498.79,21702.9,14050.31,1688.16,15738.47,57.42,11513.16,-11455.73,0,-11455.73,Medium Profit,5.639862706,Medium Efficiency,Amazon_Sales
10-08-2024,66300.38,46029.34,31797.77,37419.75,181547.23,125,1452.38,54670.8,126876.43,73276.14,53600.29,30071.44,19166.51,2958.02,22124.53,1404.31,11513.16,-10108.84,0,-10108.84,High Profit,5.73464973,High Efficiency,Amazon_Sales
11-08-2024,62207.19,39635.49,34994.15,25452.05,162288.88,111,1462.06,48871.37,113417.51,65503.08,47914.42,27326.89,18196.98,2011.98,20208.96,378.58,11513.16,-11134.58,0,-11134.58,Medium Profit,5.612238829,Medium Efficiency,Amazon_Sales
12-08-2024,35055.23,24708.8,23584.29,20679.11,104027.43,71,1465.18,31326.63,72700.8,41987.58,30713.22,15992.66,11083.91,1634.68,12718.59,2001.97,11513.16,-9511.19,0,-9511.19,High Profit,5.716105323,High Efficiency,Amazon_Sales
13-08-2024,40510.73,21670.6,22534.5,18788.29,103504.12,71,1457.8,31169.04,72335.08,41776.36,30558.72,16760.65,11265.77,1485.21,12750.98,1047.09,11513.16,-10466.07,0,-10466.07,High Profit,5.672903573,Medium Efficiency,Amazon_Sales
14-08-2024,42854.78,21708.11,21880.99,20662.33,107106.21,73,1467.21,32253.77,74852.44,43230.24,31622.21,17426.37,11495.57,1633.35,13128.92,1066.92,11513.16,-10446.24,0,-10446.24,High Profit,5.701340247,High Efficiency,Amazon_Sales
15-08-2024,70728.83,53796.61,48592.94,40006.2,213124.58,147,1449.83,64179.94,148944.64,86021.4,62923.24,33253.23,23021.81,3162.48,26184.29,3485.72,11513.16,-8027.44,0,-8027.44,High Profit,5.688320745,High Efficiency,Amazon_Sales
16-08-2024,39109.29,34843.45,16266.23,18360.02,108578.99,74,1467.28,32697.28,75881.71,43824.68,32057.03,19661.46,11997.59,1451.36,13448.95,-1053.38,11513.16,-12566.54,0,-12566.54,Medium Profit,5.642203295,Medium Efficiency,Amazon_Sales
17-08-2024,55915.63,37956.28,28186.19,29341.15,151399.25,104,1455.76,45592.09,105807.16,61107.81,44699.35,25145.45,16231.66,2319.41,18551.07,1002.84,11513.16,-10510.32,0,-10510.32,High Profit,5.703561034,High Efficiency,Amazon_Sales
18-08-2024,73757.13,39054.9,37523.86,31104.98,181440.88,125,1451.53,54638.77,126802.11,73233.22,53568.89,30415.72,19992.13,2458.84,22450.97,702.2,11513.16,-10810.96,0,-10810.96,Medium Profit,5.647956859,Medium Efficiency,Amazon_Sales
19-08-2024,39386.63,23081.31,23477.15,18041.14,103986.24,71,1464.59,31314.22,72672.01,41970.95,30701.06,16798.58,11429.24,1426.15,12855.39,1047.09,11513.16,-10466.07,0,-10466.07,High Profit,5.653038142,Medium Efficiency,Amazon_Sales
20-08-2024,42921.82,32627.09,18159.22,21273.7,114981.84,79,1455.47,34625.42,80356.42,46409,33947.42,20174.88,12461.59,1681.68,14143.28,-370.74,11513.16,-11883.9,0,-11883.9,Medium Profit,5.681597197,Medium Efficiency,Amazon_Sales
21-08-2024,39553.08,27182.13,21631.44,23054.44,111421.08,76,1466.07,33553.14,77867.94,44971.81,32896.14,17870.39,11751.27,1822.45,13573.71,1452.03,11513.16,-10061.13,0,-10061.13,High Profit,5.736673319,High Efficiency,Amazon_Sales
22-08-2024,49374.11,31795.83,19248.3,17981.01,118399.25,81,1461.72,35654.53,82744.72,47788.34,34956.38,21773.71,13353.92,1421.39,14775.32,-1592.65,11513.16,-13105.81,0,-13105.81,Low Profit,5.600198168,Medium Efficiency,Amazon_Sales
23-08-2024,48462.38,26373.42,20944.75,18993.86,114774.42,79,1452.84,34562.96,80211.46,46325.28,33886.18,20162.82,12737.19,1501.46,14238.65,-515.29,11513.16,-12028.45,0,-12028.45,Medium Profit,5.633361309,Medium Efficiency,Amazon_Sales
24-08-2024,66906.96,42673.28,41450.43,31521.26,182551.93,125,1460.42,54973.35,127578.58,73681.66,53896.92,29402.27,20084.52,2491.75,22576.27,1918.38,11513.16,-9594.77,0,-9594.77,High Profit,5.651003465,Medium Efficiency,Amazon_Sales
25-08-2024,84291.55,57013.39,29706.19,31094.67,202105.79,139,1454,60861.77,141244.03,81574,59670.03,37854.98,22741.58,2458.03,25199.61,-3384.56,11513.16,-14897.72,0,-14897.72,Low Profit,5.60500857,Medium Efficiency,Amazon_Sales
26-08-2024,43343.47,31157.82,18150.91,23072.98,115725.18,79,1464.88,34849.27,80875.91,46709.03,34166.88,19925.63,12321.17,1823.91,14145.09,96.17,11513.16,-11416.99,0,-11416.99,Medium Profit,5.717596,High Efficiency,Amazon_Sales
27-08-2024,48143.98,28198.72,21265.08,18767.54,116375.32,80,1454.69,35045.05,81330.27,46971.44,34358.83,20530,12980.18,1483.57,14463.75,-634.91,11513.16,-12148.07,0,-12148.07,Medium Profit,5.623041742,Medium Efficiency,Amazon_Sales
28-08-2024,41708.97,21843.86,26028.63,15500.4,105081.87,72,1459.47,31644.16,73437.71,42413.17,31024.54,17139.48,11912.82,1225.3,13138.12,746.94,11513.16,-10766.22,0,-10766.22,Medium Profit,5.589666558,Low Efficiency,Amazon_Sales
29-08-2024,55141.17,27576.28,17712.87,18326.35,118756.67,81,1466.13,35762.17,82994.51,47932.6,35061.91,22333.6,13355.53,1448.69,14804.22,-2075.92,11513.16,-13589.07,0,-13589.07,Low Profit,5.606138655,Medium Efficiency,Amazon_Sales
30-08-2024,36492.66,35745.69,20675.52,15122.59,108036.47,74,1459.95,32533.9,75502.57,43605.71,31896.86,19154.37,12355.97,1195.44,13551.41,-808.92,11513.16,-12322.08,0,-12322.08,Medium Profit,5.571565616,Low Efficiency,Amazon_Sales
31-08-2024,74860.38,48818.19,39303.55,24365.38,187347.49,129,1452.31,56417.48,130930.02,75617.25,55312.77,33165.45,21673.86,1926.08,23599.94,-1452.62,11513.16,-12965.78,0,-12965.78,Low Profit,5.547896308,Low Efficiency,Amazon_Sales
01-09-2024,77622.89,40721.54,27451.57,37032.79,182828.79,126,1451.02,55056.73,127772.07,73793.41,53978.66,31914.79,19388.4,2927.43,22315.83,-251.97,11513.16,-11765.12,0,-11765.12,Medium Profit,5.725624814,High Efficiency,Amazon_Sales
02-09-2024,53237.04,34250.91,19626.76,23233.35,130348.06,89,1464.58,39252.78,91095.29,52611.12,38484.17,23469.1,14244.44,1836.59,16081.03,-1065.97,11513.16,-12579.12,0,-12579.12,Medium Profit,5.66476712,Medium Efficiency,Amazon_Sales
03-09-2024,36934.35,24349.62,20112.15,19970.22,101366.33,69,1469.08,30525.27,70841.06,40913.51,29927.56,16429.02,10824.3,1578.64,12402.94,1095.59,11513.16,-10417.57,0,-10417.57,High Profit,5.7116345,High Efficiency,Amazon_Sales
04-09-2024,47164.94,25246.47,25224.9,20296.71,117933.01,81,1455.96,35514.13,82418.88,47600.16,34818.73,19517.8,12983.97,1604.45,14588.42,712.5,11513.16,-10800.65,0,-10800.65,Medium Profit,5.649609759,Medium Efficiency,Amazon_Sales
05-09-2024,41391.37,32569.3,22195.46,21438.35,117594.49,81,1451.78,35412.19,82182.3,47463.52,34718.78,19731.91,12787.14,1694.7,14481.83,505.04,11513.16,-11008.12,350000,-361008.12,Medium Profit,5.674856009,Medium Efficiency,Amazon_Sales
06-09-2024,52780.27,29244.4,17495.89,22674.1,122194.65,84,1454.7,36797.47,85397.18,49320.24,36076.94,22089.58,13234.55,1792.38,15026.93,-1039.56,11513.16,-12552.72,0,-12552.72,Medium Profit,5.682942557,High Efficiency,Amazon_Sales
07-09-2024,63120.85,39135.59,38318.11,34601.47,175176.02,120,1459.8,52752.18,122423.84,70704.59,51719.24,27457.73,18694.03,2735.24,21429.27,2832.24,11513.16,-8680.92,0,-8680.92,High Profit,5.712926292,High Efficiency,Amazon_Sales
08-09-2024,89787.45,54570.35,40887.67,25497.2,210742.67,145,1453.4,63462.66,147280.01,85060.02,62220,38783.07,24634.51,2015.55,26650.06,-3213.13,11513.16,-14726.29,0,-14726.29,Low Profit,5.526441967,Low Efficiency,Amazon_Sales
09-09-2024,53561.35,23006.21,23225.74,19732.67,119525.97,82,1457.63,35993.83,83532.14,48243.11,35289.04,20748.73,13270.82,1559.86,14830.68,-290.38,11513.16,-11803.53,0,-11803.53,Medium Profit,5.632387726,Medium Efficiency,Amazon_Sales
10-09-2024,54438.89,31757.45,24131.08,18523.77,128851.2,88,1464.22,38802.01,90049.19,52006.96,38042.23,23182.25,14671.68,1464.3,16135.98,-1276,11513.16,-12789.16,0,-12789.16,Low Profit,5.580645861,Low Efficiency,Amazon_Sales
11-09-2024,44191.95,26136.06,22654.67,16225.1,109207.78,75,1456.1,32886.63,76321.15,44078.48,32242.68,18907.76,12365.12,1282.59,13647.71,-312.8,11513.16,-11825.95,0,-11825.95,Medium Profit,5.592231224,Low Efficiency,Amazon_Sales
12-09-2024,38663.25,32411.57,25351.5,17565.79,113992.11,78,1461.44,34327.37,79664.73,46009.53,33655.21,18928.6,12823.07,1388.57,14211.64,514.97,11513.16,-10998.19,0,-10998.19,Medium Profit,5.605597243,Medium Efficiency,Amazon_Sales
13-09-2024,48310.12,33342.24,25030.9,22815.41,129498.67,89,1455.04,38996.99,90501.68,52268.29,38233.39,21862.39,14187.07,1803.55,15990.62,380.38,11513.16,-11132.78,0,-11132.78,Medium Profit,5.659672983,Medium Efficiency,Amazon_Sales
14-09-2024,62001.5,42496.43,36679.6,25994.06,167171.58,115,1453.67,50341.74,116829.84,67473.84,49356,27984.53,18774.22,2054.82,20829.04,542.43,11513.16,-10970.73,0,-10970.73,Medium Profit,5.60898822,Medium Efficiency,Amazon_Sales
15-09-2024,138421.12,105035.05,55555.55,74938.26,373949.98,258,1449.42,112610.61,261339.37,150933.79,110405.58,65016.68,39763.49,5923.85,45687.34,-298.44,11513.16,-11811.6,0,-11811.6,Medium Profit,5.720170402,High Efficiency,Amazon_Sales
16-09-2024,34467.38,36058.86,22536.22,21846.8,114909.26,79,1454.55,34603.56,80305.7,46379.71,33925.99,18665.58,12375.73,1726.98,14102.71,1157.7,11513.16,-10355.46,0,-10355.46,High Profit,5.694345271,High Efficiency,Flipkart_Sales
17-09-2024,40636.6,30970.88,19566.93,15043.72,106218.13,73,1455.04,31986.33,74231.8,42871.79,31360.01,19120.97,12124.65,1189.2,13313.85,-1074.81,11513.16,-12587.97,0,-12587.97,Medium Profit,5.575532246,Low Efficiency,Amazon_Sales
18-09-2024,41871.19,21878.25,18808.06,20537.35,103094.84,71,1452.04,31045.79,72049.05,41611.17,30437.88,17193.5,10978.75,1623.47,12602.22,642.17,11513.16,-10870.99,0,-10870.99,Medium Profit,5.71717126,High Efficiency,Amazon_Sales
19-09-2024,56030.23,24110.15,18782.12,22587.25,121509.75,83,1463.97,36591.22,84918.53,49043.8,35874.73,21716,13155.02,1785.52,14940.53,-781.81,11513.16,-12294.96,0,-12294.96,Medium Profit,5.683769585,High Efficiency,Amazon_Sales
20-09-2024,46762.96,24175.46,21310.94,19084.75,111334.11,76,1464.92,33526.95,77807.16,44936.7,32870.46,19137.49,12267.6,1508.64,13776.25,-43.28,11513.16,-11556.44,0,-11556.44,Medium Profit,5.647920152,Medium Efficiency,Amazon_Sales
21-09-2024,57318.82,56262.61,41482.68,24703.28,179767.38,124,1449.74,54134.82,125632.56,72557.76,53074.8,30114.92,20620.9,1952.79,22573.69,386.2,11513.16,-11126.96,0,-11126.96,Medium Profit,5.565441893,Low Efficiency,Amazon_Sales
22-09-2024,84168.44,36829.46,29185.11,37213.48,187396.49,129,1452.69,56432.23,130964.26,75637.02,55327.23,32774.53,19971.8,2941.72,22913.51,-360.81,11513.16,-11873.96,0,-11873.96,Medium Profit,5.715591369,High Efficiency,Amazon_Sales
23-09-2024,44918.25,30750.75,16970.26,22273.74,114913,79,1454.59,34604.69,80308.31,46381.22,33927.09,20264.8,12319.45,1760.73,14080.19,-417.89,11513.16,-11931.05,0,-11931.05,Medium Profit,5.703638232,High Efficiency,Amazon_Sales
24-09-2024,47469.81,34878.18,19999.7,19881.4,122229.1,84,1455.11,36807.84,85421.25,49334.14,36087.11,22011.09,13610.51,1571.62,15182.13,-1106.11,11513.16,-12619.27,0,-12619.27,Medium Profit,5.62643384,Medium Efficiency,Amazon_Sales
25-09-2024,51329.66,29584.57,19767.67,16562.24,117244.14,80,1465.55,35306.69,81937.46,47322.11,34615.34,21768.45,13388.99,1309.24,14698.23,-1851.33,11513.16,-13364.49,0,-13364.49,Low Profit,5.574648104,Low Efficiency,Amazon_Sales
26-09-2024,36595.45,24375.28,21359.93,21036.75,103367.41,71,1455.88,31127.87,72239.54,41721.18,30518.36,16340.55,10948.58,1662.95,12611.53,1566.28,11513.16,-9946.88,0,-9946.88,High Profit,5.7280552,High Efficiency,Amazon_Sales
27-09-2024,38090.19,25530.05,23426.05,20326.19,107372.47,74,1450.98,32333.95,75038.52,43337.71,31700.82,17047.77,11575.68,1606.78,13182.46,1470.59,11513.16,-10042.57,0,-10042.57,High Profit,5.692300223,High Efficiency,Amazon_Sales
28-09-2024,86731.15,46555.78,33158.06,34164.77,200609.77,138,1453.69,60411.26,140198.51,80970.17,59228.34,35923.67,22134.36,2700.72,24835.08,-1530.41,11513.16,-13043.57,0,-13043.57,Low Profit,5.645180527,Medium Efficiency,Amazon_Sales
29-09-2024,59759.68,39193.11,28973.58,27813.09,155739.45,107,1455.51,46899.09,108840.36,62859.6,45980.76,26530.99,17012.04,2198.62,19210.66,239.12,11513.16,-11274.04,0,-11274.04,Medium Profit,5.665623149,Medium Efficiency,Amazon_Sales
30-09-2024,38910.65,32362.17,20002.95,17295.55,108571.32,74,1467.18,32694.97,75876.35,43821.58,32054.77,18985.52,12138.13,1367.21,13505.34,-436.1,11513.16,-11949.26,0,-11949.26,Medium Profit,5.618248041,Medium Efficiency,Amazon_Sales
01-10-2024,53294.22,27387.35,24843.42,16180.51,121705.5,83,1466.33,36650.17,85055.33,49122.81,35932.52,21769.22,14033.03,1279.07,15312.1,-1148.8,11513.16,-12661.95,0,-12661.95,Medium Profit,5.5547789,Low Efficiency,Amazon_Sales
02-10-2024,44069.73,30223.14,25781.87,17449.5,117524.24,81,1450.92,35391.03,82133.21,47435.17,34698.04,19895.31,13308.24,1379.38,14687.62,115.11,11513.16,-11398.05,0,-11398.05,Medium Profit,5.592002653,Low Efficiency,Amazon_Sales
03-10-2024,35597.21,29002.62,20646.71,20885.77,106132.31,73,1453.87,31960.49,74171.82,42837.15,31334.67,17217.87,11336.35,1651.01,12987.36,1129.44,11513.16,-10383.72,0,-10383.72,High Profit,5.71107754,High Efficiency,Amazon_Sales
04-10-2024,49024.85,28701.59,16354.42,23057.11,117137.96,80,1464.22,35274.71,81863.25,47279.26,34584,20902.35,12511.16,1822.66,14333.82,-652.18,11513.16,-12165.33,0,-12165.33,Medium Profit,5.71119562,High Efficiency,Amazon_Sales
05-10-2024,72372.34,51148.43,42546.9,34980.87,201048.54,138,1456.87,60543.39,140505.15,81147.27,59357.89,33051.36,22084.19,2765.23,24849.42,1457.11,11513.16,-10056.05,350000,-360056.05,High Profit,5.654262755,Medium Efficiency,Amazon_Sales
06-10-2024,56514.08,52117.29,29336.79,26872.71,164840.87,113,1458.77,49639.88,115200.99,66533.12,48667.88,28853.26,18347.43,2124.28,20471.71,-657.09,11513.16,-12170.25,0,-12170.25,Medium Profit,5.627326198,Medium Efficiency,Amazon_Sales
07-10-2024,36598.7,30740.58,23599.82,16869.31,107808.4,74,1456.87,32465.22,75343.18,43513.66,31829.52,17932.78,12093.36,1333.51,13426.87,469.87,11513.16,-11043.29,0,-11043.29,Medium Profit,5.611373313,Medium Efficiency,Amazon_Sales
08-10-2024,35052.43,32265.31,19015.81,20514.76,106848.3,73,1463.68,32176.1,74672.2,43126.14,31546.06,17881.01,11480.9,1621.69,13102.58,562.47,11513.16,-10950.69,0,-10950.69,Medium Profit,5.699045531,High Efficiency,Amazon_Sales
09-10-2024,35685.65,31828.29,26351.62,16295.08,110160.65,76,1449.48,33173.58,76987.07,44463.07,32524,17949.06,12482.53,1288.12,13770.65,804.29,11513.16,-10708.86,0,-10708.86,Medium Profit,5.590663476,Low Efficiency,Amazon_Sales
10-10-2024,55107.62,29883.14,16349.68,16655.26,117995.7,81,1456.74,35533.01,82462.69,47625.46,34837.24,22900.92,13476.56,1316.59,14793.16,-2856.84,11513.16,-14370,0,-14370,Low Profit,5.574379646,Low Efficiency,Amazon_Sales
11-10-2024,52430.23,31762.65,19600.42,22723.1,126516.41,87,1454.21,38098.92,88417.49,51064.59,37352.9,22621.13,13802.75,1796.26,15599.01,-867.23,11513.16,-12380.39,0,-12380.39,Medium Profit,5.66814753,Medium Efficiency,Amazon_Sales
12-10-2024,59075.48,52511.94,29650.71,30641.12,171879.25,118,1456.6,51759.4,120119.85,69373.95,50745.9,29669.12,18782.28,2422.17,21204.45,-127.67,11513.16,-11640.83,0,-11640.83,Medium Profit,5.664841578,Medium Efficiency,Amazon_Sales
13-10-2024,83035.2,44436.86,34772.05,31691.93,193936.05,133,1458.17,58401.54,135534.5,78276.52,57257.98,34359.07,21575.72,2505.24,24080.96,-1182.05,11513.16,-12695.2,0,-12695.2,Medium Profit,5.628284753,Medium Efficiency,Amazon_Sales
14-10-2024,53217.64,35168.12,23024.22,18143.2,129553.17,89,1455.65,39013.4,90539.77,52290.29,38249.48,23692.97,14815.64,1434.22,16249.85,-1693.34,11513.16,-13206.5,0,-13206.5,Low Profit,5.571729585,Low Efficiency,Amazon_Sales
15-10-2024,91017.68,62417.17,34819.41,32406.98,220661.25,152,1451.72,66449.52,154211.73,89063.35,65148.37,41089.25,25034.63,2561.76,27596.39,-3537.26,11513.16,-15050.42,0,-15050.42,Low Profit,5.588112431,Low Efficiency,Amazon_Sales
16-10-2024,34599.71,33800.73,22586.27,16570.65,107557.35,74,1453.48,32389.62,75167.73,43412.33,31755.4,18138.1,12099.69,1309.91,13409.6,207.71,11513.16,-11305.45,0,-11305.45,Medium Profit,5.605516197,Medium Efficiency,Amazon_Sales
17-10-2024,49837.72,33220.79,24872.99,15647.73,123579.23,85,1453.87,37214.42,86364.81,49879.08,36485.73,22259.76,14353.06,1236.95,15590.01,-1364.04,11513.16,-12877.2,0,-12877.2,Low Profit,5.539753342,Low Efficiency,Amazon_Sales
18-10-2024,56206.26,31781.19,19274.45,17847.92,125109.82,86,1454.77,37675.34,87434.48,50496.86,36937.62,23683.05,14264.02,1410.87,15674.89,-2420.32,11513.16,-13933.48,0,-13933.48,Low Profit,5.577996401,Low Efficiency,Amazon_Sales
19-10-2024,88696.4,40125.74,38607.83,24538.63,191968.59,132,1454.31,57809.07,134159.52,77482.42,56677.11,34866.43,22265.35,1939.77,24205.12,-2394.44,11513.16,-13907.6,0,-13907.6,Low Profit,5.542609167,Low Efficiency,Amazon_Sales
20-10-2024,59896.73,50032.28,32557.67,31498.57,173985.25,120,1449.88,52393.6,121591.65,70223.97,51367.68,29279.16,18948.31,2489.95,21438.27,650.25,11513.16,-10862.9,0,-10862.9,Medium Profit,5.671709984,Medium Efficiency,Amazon_Sales
21-10-2024,49920.58,25133.85,25199.82,17980.18,118234.44,81,1459.68,35604.9,82629.54,47721.82,34907.72,20261.23,13332.12,1421.33,14753.45,-106.95,11513.16,-11620.11,0,-11620.11,Medium Profit,5.600692719,Medium Efficiency,Amazon_Sales
22-10-2024,36610.21,26396.47,26057.35,14720.89,103784.93,71,1461.76,31253.6,72531.32,41889.7,30641.62,16849.98,11844.01,1163.68,13007.69,783.96,11513.16,-10729.2,0,-10729.2,Medium Profit,5.576033869,Low Efficiency,Amazon_Sales
23-10-2024,41895.35,22368.02,25647.71,18946.39,108857.48,75,1451.43,32781.14,76076.34,43937.08,32139.25,17322.7,11956.65,1497.71,13454.36,1362.19,11513.16,-10150.97,0,-10150.97,High Profit,5.654400507,Medium Efficiency,Amazon_Sales
24-10-2024,55997.08,27069.53,16444.34,15844.07,115355.03,79,1460.19,34737.8,80617.23,46559.63,34057.6,22446.57,13233.27,1252.47,14485.74,-2874.71,11513.16,-14387.87,0,-14387.87,Low Profit,5.565282133,Low Efficiency,Amazon_Sales
25-10-2024,48079.14,24033.02,17320.98,14939.97,104373.1,72,1449.63,31430.72,72942.38,42127.1,30815.28,19470.41,11893.09,1181,13074.09,-1729.23,11513.16,-13242.39,0,-13242.39,Low Profit,5.579155413,Low Efficiency,Amazon_Sales
26-10-2024,70781.35,57909.62,39376.04,33978.48,202045.49,139,1453.56,60843.61,141201.89,81549.66,59652.23,34296.18,22350.06,2685.99,25036.05,319.99,11513.16,-11193.17,0,-11193.17,Medium Profit,5.639942802,Medium Efficiency,Amazon_Sales
27-10-2024,72516.93,45281.25,39035.88,28419.36,185253.42,127,1458.69,55786.87,129466.55,74772.04,54694.51,31625.05,20856.27,2246.54,23102.82,-33.36,11513.16,-11546.52,0,-11546.52,Medium Profit,5.603928438,Medium Efficiency,Amazon_Sales
28-10-2024,46262.73,29666.52,18674.29,19954.21,114557.75,79,1450.1,34497.71,80060.04,46237.83,33822.21,20370.19,12580.67,1577.38,14158.04,-706.03,11513.16,-12219.19,0,-12219.19,Medium Profit,5.654740345,Medium Efficiency,Amazon_Sales
29-10-2024,54501.2,27566.91,25243.2,22078.41,129389.72,89,1453.82,38964.18,90425.54,52224.31,38201.22,22152.06,14270.59,1745.29,16015.88,33.28,11513.16,-11479.88,0,-11479.88,Medium Profit,5.645992602,Medium Efficiency,Amazon_Sales
30-10-2024,38559.01,26788.78,26145.13,14763.33,106256.26,73,1455.57,31997.81,74258.44,42887.18,31371.26,17493.72,12167.01,1167.04,13334.05,543.5,11513.16,-10969.66,0,-10969.66,Medium Profit,5.569083662,Low Efficiency,Amazon_Sales
31-10-2024,45967.88,27968.36,25268.02,21940.58,121144.84,83,1459.58,36481.33,84663.5,48896.51,35766.99,19863.1,13192.48,1734.4,14926.88,977.01,11513.16,-10536.14,0,-10536.14,High Profit,5.671881867,Medium Efficiency,Amazon_Sales
01-11-2024,39574.33,34954.09,24227.21,22305.84,121061.48,83,1458.57,36456.23,84605.25,48862.87,35742.38,19819.34,13132.83,1763.27,14896.1,1026.95,11513.16,-10486.21,0,-10486.21,High Profit,5.679691329,Medium Efficiency,Amazon_Sales
02-11-2024,64965.75,48434.44,39515.53,37430.1,190345.82,131,1453.02,57320.39,133025.43,76827.43,56198,30299.02,20335.2,2958.84,23294.04,2604.94,11513.16,-8908.22,0,-8908.22,High Profit,5.710706687,High Efficiency,Amazon_Sales
03-11-2024,89287,37993.29,34691.11,27264.19,189235.6,130,1455.66,56986.06,132249.54,76379.32,55870.21,34498.68,21539.45,2155.23,23694.68,-2323.15,11513.16,-13836.31,0,-13836.31,Low Profit,5.581402239,Low Efficiency,Amazon_Sales
04-11-2024,55172.01,32315.35,24703.78,20538.67,132729.81,91,1458.57,39970.01,92759.8,53572.44,39187.36,23527,14919.52,1623.58,16543.1,-882.74,11513.16,-12395.9,0,-12395.9,Medium Profit,5.60715948,Medium Efficiency,Amazon_Sales
