Month,Website_Sales,Amazon_Sales,Flipkart_Sales,COGS,Operating_Expenses,Ad_Spend,Platform_Fees,Loan_Amount,Loan_Repayment,Interest_Expense,Total_Revenue,Total_Expenses,Net_Cash_Flow,Debt_to_Equity,Profit_Margin,Debt_Risk_Label,Cashflow_Stability_Label
31-07-2043,294914,260866,199619,251948,167229,53896,29091,454142,46614,17625,755399,566403,188996,0.9,0.25,Low,Stable
31-03-2022,407990,292660,179931,335194,89531,48899,17959,140749,38383,5206,880581,535172,345409,0.26,0.39,Low,Stable
31-10-2038,578387,302056,236951,179493,102227,48229,41932,731188,29290,19517,1117394,420688,696706,0.78,0.62,Low,Stable
31-01-2043,738884,325469,397922,443851,53164,25583,40554,146161,16016,17182,1462275,596350,865925,0.14,0.59,Low,Stable
30-06-2086,394269,128141,117772,349886,143078,24897,46701,397797,32112,17907,640182,614581,25601,1.37,0.04,Medium,Stable
30-09-2070,592417,237478,138478,288368,91247,91537,13385,405123,28513,4928,968373,517978,450395,0.6,0.47,Low,Stable
31-08-2043,338155,197359,106762,306470,100599,24567,43690,398825,2956,16105,642276,494387,147889,1.19,0.23,Medium,Stable
31-03-2093,320674,485423,224355,447986,185624,94807,20367,706513,8077,2888,1030452,759749,270703,1.21,0.26,Medium,Stable
31-12-2099,456713,254363,274994,163261,190489,97239,43332,836971,36490,2690,986070,533501,452569,1.02,0.46,Medium,Stable
31-01-2060,641501,141568,250492,226709,118207,33329,29642,437359,44827,4091,1033561,456805,576756,0.54,0.56,Low,Stable
30-09-2057,743351,197539,397712,245985,122055,91792,20789,22936,37855,13960,1338602,532436,806166,0.02,0.6,Low,Stable
31-01-2089,267642,146851,362363,518760,152266,20228,45268,836614,43106,690,776856,780318,-3462,3.24,0,High,Unstable
31-12-2087,290093,154823,399313,599920,128270,57052,30950,501477,34938,1495,844229,852625,-8396,2.05,-0.01,High,Unstable
30-11-2074,707606,123312,154965,479317,161426,77769,35563,897691,36159,11085,985883,801319,184564,1.77,0.19,Medium,Stable
31-12-2062,417215,299900,257912,443925,184794,66032,49649,230596,39710,17276,975027,801386,173641,0.43,0.18,Low,Stable
31-07-2065,235954,460867,255767,425796,120442,53686,46404,619330,18000,10720,952588,675048,277540,1.18,0.29,Medium,Stable
31-12-2035,227856,374555,316281,417247,145632,96981,42991,799595,13806,5873,918692,722530,196162,1.59,0.21,Medium,Stable
31-01-2024,726861,349062,164754,437644,71438,83261,49065,782046,47560,4503,1240677,693471,547206,0.97,0.44,Low,Stable
31-08-2062,759655,419153,157988,396404,108819,22809,10350,977262,12809,11720,1336796,562911,773885,1.04,0.58,Medium,Stable
31-05-2021,695553,132371,230023,250336,93856,61785,28312,177129,14855,13964,1057947,463108,594839,0.22,0.56,Low,Stable
30-04-2034,522918,157022,212379,578745,91938,56547,34127,667897,41876,897,892319,804130,88189,2.13,0.1,High,Stable
30-04-2038,223752,433373,160388,263499,109807,62818,38853,546707,29388,17094,817513,521459,296054,0.99,0.36,Low,Stable
28-02-2033,348757,199071,377572,299524,99877,91927,47500,960082,6458,3695,925400,548981,376419,1.53,0.41,Medium,Stable
30-09-2059,513837,282268,319779,461537,93461,85681,43785,730351,35524,2686,1115884,722674,393210,1.12,0.35,Medium,Stable
31-10-2023,316739,458918,286846,574390,143474,99465,28610,645499,6853,5778,1062503,858570,203933,1.32,0.19,Medium,Stable
31-01-2051,438009,388859,250047,316508,133136,57333,33590,384906,40477,15150,1076915,596194,480721,0.51,0.45,Low,Stable
28-02-2063,407980,389749,212212,459550,70435,36576,39443,205671,32222,16799,1009941,655025,354916,0.37,0.35,Low,Stable
31-03-2028,456609,199853,368565,475203,195263,59405,17170,525122,18320,9663,1025027,775024,250003,0.96,0.24,Low,Stable
30-04-2094,588822,131174,343852,297026,134726,93779,23303,294358,28618,4180,1063848,581632,482216,0.38,0.45,Low,Stable
31-01-2082,536676,176373,156021,494866,104786,51601,16207,748294,45615,4262,869070,717337,151733,2,0.17,Medium,Stable
31-01-2023,544138,431396,239380,400819,63704,87946,22316,254870,17352,2515,1214914,594652,620262,0.31,0.51,Low,Stable
30-04-2043,518277,293021,124789,162356,106635,87356,45187,493244,7297,11236,936087,420067,516020,0.64,0.55,Low,Stable
31-01-2049,718271,293718,106086,278128,183195,72116,16240,776646,27940,14104,1118075,591723,526352,0.92,0.47,Low,Stable
31-05-2061,523412,170017,359003,152187,140710,82894,11893,526701,49024,6616,1052432,443324,609108,0.59,0.58,Low,Stable
28-02-2045,685417,163037,87684,489387,112993,54635,23753,533793,3203,17376,936138,701347,234791,1.19,0.25,Medium,Stable
31-01-2035,631459,189818,171088,447242,162752,27465,48090,776041,39267,4370,992365,729186,263179,1.42,0.27,Medium,Stable
31-07-2070,388456,106548,126099,302297,182886,76754,21232,889234,37941,18157,621103,639267,-18164,2.79,-0.03,High,Unstable
31-03-2028,755941,216981,146093,284678,128537,58871,27509,133177,17273,19945,1119015,536813,582202,0.16,0.52,Low,Stable
30-04-2078,357729,334213,240761,469764,100258,82874,13117,199176,25368,3816,932703,695197,237506,0.43,0.25,Low,Stable
30-09-2102,428504,304366,390795,576044,197580,97733,46929,390447,11650,1756,1123665,931692,191973,0.71,0.17,Low,Stable
31-08-2029,725910,254249,93893,276270,135166,49511,14042,500850,30984,2373,1074052,508346,565706,0.63,0.53,Low,Stable
30-11-2035,773044,386166,146418,569705,163710,68821,47201,114897,41941,2576,1305628,893954,411674,0.16,0.32,Low,Stable
31-01-2041,240809,206297,205074,426531,85699,85776,36746,58408,7382,4184,652180,646318,5862,0.26,0.01,Low,Stable
30-09-2101,741013,236614,210351,481607,96335,90167,24016,168751,801,2397,1187978,695323,492655,0.24,0.41,Low,Stable
30-04-2097,251226,322084,271083,392998,96806,95135,35022,116908,41002,12674,844393,673637,170756,0.26,0.2,Low,Stable
30-11-2101,699512,160428,118635,545807,127853,64462,45426,245993,46665,10326,978575,840539,138036,0.57,0.14,Low,Stable
31-05-2033,675781,253812,175071,391503,85739,81382,37938,230168,47965,10546,1104664,655073,449591,0.32,0.41,Low,Stable
30-04-2041,229402,421497,152805,591732,84785,52574,45712,604019,19733,4535,803704,799071,4633,2.85,0.01,High,Stable
30-11-2046,204263,213132,344598,503827,135016,61910,49978,505421,9969,14599,761993,775299,-13306,1.96,-0.02,Medium,Unstable
31-08-2030,377900,287604,363022,212061,182681,93531,18787,851563,35969,9168,1028526,552197,476329,1.04,0.46,Medium,Stable
30-06-2021,772212,116052,262170,385497,116253,45186,11986,850712,16733,17118,1150434,592773,557661,1.11,0.48,Medium,Stable
31-01-2086,536326,200689,273226,231257,141128,42813,20942,802194,32449,632,1010241,469221,541020,1.03,0.54,Medium,Stable
31-03-2081,424137,278148,224063,211753,177581,98812,27458,117798,26143,13280,926348,555027,371321,0.16,0.4,Low,Stable
28-02-2067,652268,231743,148344,496918,160966,98282,22161,641142,25705,14746,1032355,818778,213577,1.2,0.21,Medium,Stable
30-06-2067,497881,362307,116593,554303,187854,38557,30689,237902,28363,4268,976781,844034,132747,0.56,0.14,Low,Stable
30-11-2046,563476,403568,116304,574032,149352,48060,39163,320847,30720,19285,1083348,860612,222736,0.63,0.21,Low,Stable
31-08-2092,551707,235870,266292,173408,127154,78866,45775,474650,9972,18047,1053869,453222,600647,0.54,0.57,Low,Stable
28-02-2077,710585,384564,193613,274116,189379,92104,43737,63079,33351,15321,1288762,648008,640754,0.06,0.5,Low,Stable
31-12-2085,590719,220575,280410,281208,158297,26080,18772,545865,45487,10207,1091704,540051,551653,0.67,0.51,Low,Stable
29-02-2072,679361,358230,98354,167413,88346,33854,45592,787646,36145,5591,1135945,376941,759004,0.81,0.67,Low,Stable
31-12-2043,301371,391444,364334,263650,162138,87695,11211,872771,22412,16226,1057149,563332,493817,1.1,0.47,Medium,Stable
31-07-2098,762997,452025,86142,209500,100772,47025,10229,310258,24078,1054,1301164,392658,908506,0.28,0.7,Low,Stable
28-02-2091,392192,110749,263043,496658,90149,72982,24345,482450,22580,8572,765984,715286,50698,1.79,0.07,Medium,Stable
31-03-2075,350322,204131,384006,206358,136700,61081,45953,849662,14855,13579,938459,478526,459933,1.16,0.49,Medium,Stable
28-02-2100,221172,256193,264482,216197,146758,24368,41819,516379,36169,19466,741847,484777,257070,0.98,0.35,Low,Stable
31-03-2073,735843,490707,230575,373861,178447,47094,26885,688340,46404,10583,1457125,683274,773851,0.64,0.53,Low,Stable
30-11-2032,777564,399631,205438,373492,55695,66040,36708,67194,19569,8007,1382633,559511,823122,0.07,0.6,Low,Stable
31-10-2060,781780,325019,128456,411545,89169,86766,10048,471022,48506,15903,1235255,661937,573318,0.57,0.46,Low,Stable
29-02-2052,713319,383367,180167,576070,97947,43991,29950,112333,25738,9784,1276853,783480,493373,0.16,0.39,Low,Stable
28-02-2102,422320,172930,350160,226240,95865,21301,25173,562080,6772,4261,945410,379612,565798,0.78,0.6,Low,Stable
31-05-2085,617978,245128,344528,385595,154501,48610,43737,45807,24874,2389,1207634,659706,547928,0.06,0.45,Low,Stable
31-08-2028,211046,390524,273392,371135,110410,54678,38036,517513,19731,19937,874962,613927,261035,1.03,0.3,Medium,Stable
31-05-2097,428071,388179,182239,428466,153754,44466,15820,387410,10131,13939,998489,666576,331913,0.68,0.33,Low,Stable
30-09-2052,578165,392764,191431,525197,140895,60875,24292,939805,788,11219,1162360,763266,399094,1.47,0.34,Medium,Stable
31-07-2087,616366,356553,120510,156968,100705,46081,13052,660501,16184,9399,1093429,342389,751040,0.71,0.69,Low,Stable
30-06-2040,466997,295113,260005,439662,165700,44354,33781,509698,30897,544,1022115,714938,307177,0.88,0.3,Low,Stable
31-08-2034,682615,479504,363970,464069,123914,38300,12302,628580,2889,2239,1526089,643713,882376,0.59,0.58,Low,Stable
31-03-2023,615008,153352,201668,340920,51881,84384,12283,647272,9569,10559,970028,509596,460432,1.03,0.47,Medium,Stable
30-09-2059,783417,263856,322700,524044,97365,80892,25620,538065,21657,2627,1369973,752205,617768,0.64,0.45,Low,Stable
31-10-2076,405550,103191,104045,505566,129211,55525,40461,38346,10141,6618,612786,747522,-134736,0.36,-0.22,Low,Unstable
31-03-2083,444883,452680,261948,413844,91198,46532,30750,841135,19656,12123,1159511,614103,545408,1.13,0.47,Medium,Stable
31-10-2064,660514,204576,170102,505926,150649,26464,42890,619265,21618,6780,1035192,754327,280865,1.17,0.27,Medium,Stable
31-03-2092,321789,295713,394063,382076,197531,36562,33183,309963,11934,8015,1011565,669301,342264,0.49,0.34,Low,Stable
29-02-2088,763178,103631,179441,173199,186949,75514,19472,945973,42537,3130,1046250,500801,545449,1.08,0.52,Medium,Stable
30-09-2096,266017,237244,238175,587805,89553,94219,13727,134917,23286,16480,741436,825070,-83634,0.88,-0.11,Low,Unstable
31-12-2053,378376,404224,329877,313187,185994,52634,35523,896618,7612,14831,1112477,609781,502696,1.12,0.45,Medium,Stable
30-09-2063,699137,320169,216917,335388,172778,20060,40766,547578,32069,2708,1236223,603769,632454,0.61,0.51,Low,Stable
31-12-2088,758296,190353,297770,155520,167018,29269,47726,374695,16205,5397,1246419,421135,825284,0.34,0.66,Low,Stable
28-02-2062,593276,128671,198325,259814,185758,83143,10524,423915,27331,11528,920272,578098,342174,0.64,0.37,Low,Stable
31-03-2095,255337,222811,99337,317527,82766,43065,19079,175324,13934,16840,577485,493211,84274,0.67,0.15,Low,Stable
30-09-2088,475494,282503,233385,396356,82006,22895,18399,885114,10095,5914,991382,535665,455717,1.49,0.46,Medium,Stable
31-12-2022,224354,321972,342420,273364,81422,32352,37370,658653,25958,4368,888746,454834,433912,1.07,0.49,Medium,Stable
31-01-2077,245186,353211,393295,584821,166590,69737,26532,904449,37008,11179,991692,895867,95825,2.22,0.1,High,Stable
31-08-2021,752433,489878,223016,164955,62205,52016,26821,643784,18706,12076,1465327,336779,1128548,0.5,0.77,Low,Stable
30-09-2046,627236,324033,395031,325121,199515,81304,13749,503150,43516,18321,1346300,681526,664774,0.49,0.49,Low,Stable
31-08-2084,699883,319861,161442,294989,197596,31962,21353,843521,38066,13948,1181186,597914,583272,0.95,0.49,Low,Stable
31-08-2062,744869,413543,129847,400144,166477,53302,38477,505180,31472,17530,1288259,707402,580857,0.57,0.45,Low,Stable
30-04-2053,485195,254544,138653,214925,78202,24011,34570,409824,34629,13824,878392,400161,478231,0.62,0.54,Low,Stable
30-06-2074,775762,280302,297144,519360,111692,39782,30837,390857,46910,4299,1353208,752880,600328,0.47,0.44,Low,Stable
31-12-2100,325995,107099,333661,220269,70855,87691,21437,197345,23004,14120,766755,437376,329379,0.36,0.43,Low,Stable
31-07-2093,445690,349686,398766,574170,75095,59725,48104,803051,20431,8118,1194142,785643,408499,1.3,0.34,Medium,Stable
31-03-2059,531770,156492,369954,453602,99241,29196,14551,602294,40088,10756,1058216,647434,410782,1,0.39,Low,Stable
30-11-2031,628988,196722,157842,501181,153119,63459,12823,770759,44135,7953,983552,782670,200882,1.6,0.2,Medium,Stable
31-08-2027,380553,130111,352647,302185,102003,98863,22916,218980,38015,4784,863311,568766,294545,0.39,0.34,Low,Stable
30-06-2049,760696,163936,164761,249977,144837,52769,25167,474869,34502,15185,1089393,522437,566956,0.57,0.52,Low,Stable
30-06-2089,459568,253686,353734,456083,144283,44700,18391,276923,31385,9024,1066988,703866,363122,0.45,0.34,Low,Stable
31-08-2086,519278,323332,221958,179345,197044,96427,22658,444256,4663,14674,1064568,514811,549757,0.5,0.52,Low,Stable
31-07-2080,351563,301548,243864,405688,173805,25269,39685,750190,38677,17845,896975,700969,196006,1.53,0.22,Medium,Stable
30-11-2099,593554,349031,336910,589529,143846,63880,33380,449541,12818,11708,1279495,855161,424334,0.65,0.33,Low,Stable
28-02-2091,402503,423064,200356,522251,72927,28320,38919,509163,22686,1159,1025923,686262,339661,1.01,0.33,Medium,Stable
31-03-2024,343326,163530,297228,534010,170589,69589,12311,808062,23977,386,804084,810862,-6778,2.99,-0.01,High,Unstable
31-05-2075,211344,369932,122727,411798,165657,96276,49993,892007,49832,7192,704003,780748,-76745,3.05,-0.11,High,Unstable
28-02-2078,594966,128082,88068,481310,116630,55897,23560,639724,40931,10745,811116,729073,82043,1.94,0.1,Medium,Stable
30-11-2067,792245,485431,196923,328933,154428,78565,48553,667538,18454,9910,1474599,638843,835756,0.58,0.57,Low,Stable
31-10-2035,305423,189570,91390,247406,172035,50930,35993,413151,13358,3409,586383,523131,63252,1.22,0.11,Medium,Stable
31-05-2030,520197,201015,186752,461442,176244,77233,40492,964762,6668,17073,907964,779152,128812,2.16,0.14,High,Stable
30-06-2032,664071,307888,226110,590437,119518,34380,30981,809216,45784,13180,1198069,834280,363789,1.33,0.3,Medium,Stable
28-02-2046,386833,445732,304790,457086,131326,96896,34143,981226,40769,17336,1137355,777556,359799,1.44,0.32,Medium,Stable
30-06-2067,277454,247603,101281,153453,193277,90934,22067,678387,9921,6142,626338,475794,150544,1.43,0.24,Medium,Stable
30-06-2048,457594,450484,134189,252811,170243,75830,33916,451069,34959,5967,1042267,573726,468541,0.57,0.45,Low,Stable
31-05-2045,711897,194439,342093,204935,62748,25529,13815,898599,32328,7205,1248429,346560,901869,0.86,0.72,Low,Stable
31-08-2077,552744,241214,390655,534583,184164,69178,41836,67359,8859,16006,1184613,854626,329987,0.1,0.28,Low,Stable
31-10-2076,716142,215053,202115,324442,103311,26937,47477,203460,23970,12109,1133310,538246,595064,0.25,0.53,Low,Stable
31-10-2089,237641,148355,88605,420472,72692,59886,47275,865040,8872,13034,474601,622231,-147630,15.98,-0.31,High,Unstable
31-03-2085,753999,301139,361954,165534,174954,69699,49343,994173,19230,2484,1417092,481244,935848,0.79,0.66,Low,Stable
30-06-2024,569040,334706,329415,497424,180035,96396,14773,277255,26708,1854,1233161,817190,415971,0.38,0.34,Low,Stable
31-12-2056,518420,225426,235394,186320,129507,45279,22446,163384,18847,11631,979240,414030,565210,0.21,0.58,Low,Stable
31-01-2071,481685,164027,121869,199170,130152,58106,40733,784681,27105,19615,767581,474881,292700,1.38,0.38,Medium,Stable
30-09-2102,675526,259210,112955,250546,54926,99737,20464,286305,4922,2597,1047691,433192,614499,0.36,0.59,Low,Stable
31-12-2041,244813,192601,141388,230201,53969,60544,31576,905352,4392,7829,578802,388511,190291,2.6,0.33,High,Stable
31-05-2024,486214,129956,321324,384473,85733,28997,13320,891255,13541,8186,937494,534250,403244,1.61,0.43,Medium,Stable
31-08-2067,542703,338340,90207,420784,119855,60860,20750,911446,19551,3983,971250,645783,325467,1.66,0.34,Medium,Stable
31-08-2071,404615,204797,298401,381324,91743,23225,47466,130466,19381,6684,907813,569823,337990,0.25,0.37,Low,Stable
31-05-2020,676657,487061,239292,311121,180193,79470,36572,329457,47783,10383,1403010,665522,737488,0.3,0.53,Low,Stable
31-07-2028,766074,488447,285157,548834,157445,83656,27948,181446,35995,17040,1539678,870918,668760,0.18,0.43,Low,Stable
30-04-2036,599953,236511,102031,383612,70323,71880,48826,417230,22948,12004,938495,609593,328902,0.75,0.35,Low,Stable
30-06-2084,487654,404677,151312,337125,66428,81078,33515,604596,26728,12103,1043643,556977,486666,0.86,0.47,Low,Stable
31-01-2093,481570,178815,139766,545136,84578,96290,37867,832821,2024,6312,800151,772207,27944,3.27,0.03,High,Stable
31-08-2102,237265,139279,223521,456081,136486,76633,10726,765523,16713,7938,600065,704577,-104512,5.32,-0.17,High,Unstable
31-08-2093,449321,471931,267771,350796,114140,46655,35820,411377,2486,9954,1189023,559851,629172,0.49,0.53,Low,Stable
28-02-2049,266150,248702,317199,293279,157325,63601,16697,632088,1155,19669,832051,551726,280325,1.17,0.34,Medium,Stable
30-11-2023,289613,161063,316731,346846,133829,23114,22963,400706,10082,9777,767407,546611,220796,0.95,0.29,Low,Stable
31-03-2092,537054,349599,315841,314044,56364,46502,11081,381691,37245,3563,1202494,468799,733695,0.43,0.61,Low,Stable
31-07-2088,321826,354311,191041,554015,178867,69768,30269,762557,18569,5041,867178,856529,10649,2.44,0.01,High,Stable
31-12-2097,759723,227896,196185,352160,181763,68128,20776,24502,7086,11292,1183804,641205,542599,0.03,0.46,Low,Stable
30-04-2088,650348,266216,257164,572132,145598,40028,41816,35757,2317,8026,1173728,809917,363811,0.06,0.31,Low,Stable
31-08-2074,410017,322146,90350,220463,107062,75565,24196,827543,36389,13923,822513,477598,344915,1.37,0.42,Medium,Stable
31-05-2042,334055,308432,307230,243500,194933,55333,25958,622561,4491,19628,949717,543843,405874,0.88,0.43,Low,Stable
31-10-2050,690457,282051,341570,357772,138302,23174,33369,582933,15916,17424,1314078,585957,728121,0.61,0.55,Low,Stable
31-12-2072,650062,197661,148487,187158,113928,55398,21689,896650,15248,18657,996210,412078,584132,1.11,0.59,Medium,Stable
31-10-2028,294071,273672,228694,234607,91347,55929,27331,321199,2511,3629,796437,415354,381083,0.57,0.48,Low,Stable
31-10-2075,506691,223257,203853,531783,53121,24321,47528,119815,24226,2114,933801,683093,250708,0.3,0.27,Low,Stable
30-11-2074,346389,448349,395261,395017,133793,75421,23436,926502,25025,1677,1189999,654369,535630,1.17,0.45,Medium,Stable
30-09-2074,469708,369054,315062,483840,78164,92635,10066,684266,42314,3094,1153824,710113,443711,1.02,0.38,Medium,Stable
31-12-2029,454444,409001,313077,473654,75491,43760,40725,363170,48380,2284,1176522,684294,492228,0.52,0.42,Low,Stable
31-03-2089,411837,134964,103782,270076,109222,31360,35212,332336,7848,5052,650583,458770,191813,0.87,0.29,Low,Stable
31-07-2085,310017,499194,370598,208692,53748,30313,43332,181549,14274,17973,1179809,368332,811477,0.19,0.69,Low,Stable
30-04-2070,323618,379297,209936,280841,76553,25801,35401,167973,30958,18904,912851,468458,444393,0.27,0.49,Low,Stable
31-10-2024,659297,421909,233245,342816,166547,34130,23393,746631,35233,12047,1314451,614166,700285,0.77,0.53,Low,Stable
31-03-2099,325341,330156,202258,427954,110380,34271,13670,52021,16304,694,857755,603273,254482,0.12,0.3,Low,Stable
31-10-2048,752076,208212,191668,548342,94331,36075,35601,29092,48437,15588,1151956,778374,373582,0.05,0.32,Low,Stable
30-09-2081,641759,139071,358710,311081,170617,38984,12251,918746,11294,13055,1139540,557282,582258,1.11,0.51,Medium,Stable
30-06-2059,764262,212990,218262,261718,89560,80942,43572,368987,26425,16080,1195514,518297,677217,0.4,0.57,Low,Stable
30-09-2029,740659,169519,118333,503076,103865,32861,37027,657191,3175,6704,1028511,686708,341803,1.25,0.33,Medium,Stable
28-02-2089,622845,109503,291977,150192,125910,91376,41846,312865,40617,7368,1024325,457309,567016,0.36,0.55,Low,Stable
30-11-2085,524060,291775,169571,397536,185747,81247,31015,290655,45241,1971,985406,742757,242649,0.49,0.25,Low,Stable
31-07-2030,798260,195457,200263,186413,127986,89101,19583,72782,27775,14593,1193980,465451,728529,0.07,0.61,Low,Stable
30-09-2052,393259,288938,105235,293888,60068,40977,33104,883435,9425,8055,787432,445517,341915,1.79,0.43,Medium,Stable
31-08-2095,475128,247977,80159,189082,104460,70617,22224,935806,26013,11441,803264,423837,379427,1.52,0.47,Medium,Stable
31-05-2073,603832,145838,223217,477192,150766,77473,48784,842000,27928,14677,972887,796820,176067,1.7,0.18,Medium,Stable
31-10-2024,381144,487344,242993,273130,96418,92902,40836,920736,44990,1868,1111481,550144,561337,1.1,0.51,Medium,Stable
31-10-2072,450195,189489,227309,200940,76206,35630,39299,364206,41212,18055,866993,411342,455651,0.55,0.53,Low,Stable
30-09-2062,343748,126806,187507,313202,178180,40056,23036,890733,8210,1728,658061,564412,93649,2.58,0.14,High,Stable
31-07-2082,604032,276072,94743,190142,50287,27382,29933,313651,2759,7632,974847,308135,666712,0.4,0.68,Low,Stable
31-10-2086,232733,170119,308174,186468,72337,75739,22392,648565,16091,12043,711026,385070,325956,1.24,0.46,Medium,Stable
31-12-2027,726338,400858,126101,573914,182233,68639,17938,654287,2,6403,1253297,849129,404168,0.96,0.32,Low,Stable
28-02-2073,309996,285165,322717,291727,150667,79838,14141,207580,40958,15732,917878,593063,324815,0.33,0.35,Low,Stable
31-10-2029,758221,417563,201534,328969,140071,66041,33350,769032,30160,18526,1377318,617117,760201,0.73,0.55,Low,Stable
31-08-2066,749239,205432,310604,573291,148064,20992,19546,624416,20707,9340,1265275,791940,473335,0.9,0.37,Low,Stable
31-01-2070,756701,455093,267450,552575,156511,92394,15335,272827,15248,6184,1479244,838247,640997,0.29,0.43,Low,Stable
31-08-2060,365873,495677,398215,541192,195830,87657,15077,547952,5773,253,1259765,845782,413983,0.76,0.33,Low,Stable
30-09-2039,633816,277876,282193,386187,53178,47160,15611,626652,12786,4102,1193885,519024,674861,0.78,0.57,Low,Stable
30-09-2093,421888,439115,315422,192056,81831,65156,45660,775372,15037,3542,1176425,403282,773143,0.79,0.66,Low,Stable
30-09-2094,366472,455615,226721,201831,183248,71375,15577,164244,1885,19159,1048808,493075,555733,0.19,0.53,Low,Stable
31-08-2042,597710,427090,248785,471335,153306,39572,30002,476857,39828,6212,1273585,740255,533330,0.59,0.42,Low,Stable
30-09-2035,411760,461133,284535,399664,162025,24136,49451,64340,16331,4637,1157428,656244,501184,0.08,0.43,Low,Stable
31-03-2103,322744,184080,256481,534092,140417,81868,44275,611524,40612,11525,763305,852789,-89484,2.67,-0.12,High,Unstable
31-08-2078,701946,352791,259838,576488,61984,52167,38647,11017,22495,11471,1314575,763252,551323,0.01,0.42,Low,Stable
31-03-2057,243001,177794,126154,258117,139312,35479,44831,823045,13450,12500,546949,503689,43260,2.85,0.08,High,Stable
31-05-2068,791652,392985,349160,426815,133291,51376,44768,786167,9491,15247,1533797,680988,852809,0.71,0.56,Low,Stable
31-10-2085,438506,224447,134238,439192,57135,24823,40962,994424,9268,10532,797191,581912,215279,2.78,0.27,High,Stable
30-09-2091,630789,220029,169081,438107,50320,90456,39583,554636,27757,13518,1019899,659741,360158,0.95,0.35,Low,Stable
31-07-2040,699722,279830,327644,193954,138774,39585,11294,409664,41907,6476,1307196,431990,875206,0.37,0.67,Low,Stable
31-03-2100,758924,438416,393105,383192,148071,37272,25096,271635,6791,19532,1590445,619954,970491,0.23,0.61,Low,Stable
30-04-2026,379352,137643,279775,507574,191842,46619,46833,209720,39939,19743,796770,852550,-55780,0.73,-0.07,Low,Unstable
31-10-2032,393283,406094,369061,150717,159863,95069,37328,121070,28314,1004,1168438,472295,696143,0.12,0.6,Low,Stable
31-08-2074,650195,287921,370134,423820,91777,59895,34398,751917,28583,10286,1308250,648759,659491,0.85,0.5,Low,Stable
31-03-2056,631413,462644,142551,547650,96250,23720,27706,845191,21550,4717,1236608,721593,515015,1.23,0.42,Medium,Stable
31-01-2103,503988,259116,290695,330882,123034,39267,32340,962057,93,3271,1053799,528887,524912,1.33,0.5,Medium,Stable
28-02-2027,526898,487732,233512,268696,154940,35696,28825,918472,35755,12714,1248142,536626,711516,0.94,0.57,Low,Stable
31-01-2078,502186,115997,246277,542974,90130,49968,27482,262512,45615,209,864460,756378,108082,0.82,0.13,Low,Stable
30-09-2043,261665,441895,160811,154994,183609,73364,19318,991464,9967,5539,864371,446791,417580,1.4,0.48,Medium,Stable
28-02-2101,446584,198605,334840,416378,65216,43345,25574,35010,16218,16537,980029,583268,396761,0.06,0.4,Low,Stable
30-04-2038,316953,417677,397247,219300,134149,71567,24650,971658,43220,19977,1131877,512863,619014,1.06,0.55,Medium,Stable
30-09-2025,676072,444710,314104,456093,53009,81607,38930,560139,8627,8606,1434886,646872,788014,0.57,0.55,Low,Stable
30-11-2023,386626,325942,99008,187405,139904,39385,30171,647049,4947,11616,811576,413428,398148,1.04,0.49,Medium,Stable
31-10-2027,345271,245643,282346,447016,195281,86900,44864,943000,39419,1284,873260,814764,58496,2.21,0.07,High,Stable
30-06-2082,318533,208255,112402,454359,65029,88244,21801,778928,23178,3148,639190,655759,-16569,4.21,-0.03,High,Unstable
31-10-2099,798069,360298,264456,173185,152171,85425,32372,913584,28876,768,1422823,472797,950026,0.73,0.67,Low,Stable
30-09-2057,665966,158005,339994,324514,164456,98518,26559,686296,22908,5607,1163965,642562,521403,0.82,0.45,Low,Stable
31-12-2036,266262,317322,216643,594975,112559,52919,42334,603146,35912,19586,800227,858285,-58058,2.94,-0.07,High,Unstable
31-12-2095,276898,289784,193550,453297,114892,77196,49937,591293,19971,19171,760232,734464,25768,1.93,0.03,Medium,Stable
28-02-2038,655699,143541,171218,489679,120409,99401,23288,37493,32584,18594,970458,783955,186503,0.08,0.19,Low,Stable
30-06-2059,349369,123387,213296,283653,189707,20495,32398,725155,49228,7399,686052,582880,103172,1.8,0.15,Medium,Stable
31-12-2055,754736,456124,259767,201717,83065,64755,20694,691750,8959,358,1470627,379548,1091079,0.55,0.74,Low,Stable
31-05-2048,488316,279980,321060,152763,170544,87684,22191,534580,28261,849,1089356,462292,627064,0.57,0.58,Low,Stable
30-11-2065,207657,185457,320016,505054,157340,53324,28051,878809,41065,7498,713130,792332,-79202,4.22,-0.11,High,Unstable
31-12-2070,677602,244129,112441,205480,83783,98929,20737,683725,39462,4522,1034172,452913,581259,0.83,0.56,Low,Stable
31-01-2044,574999,164028,318038,319831,84152,21552,35251,523238,15835,18928,1057065,495549,561516,0.71,0.53,Low,Stable
28-02-2041,207906,219246,250201,357139,108741,71272,15147,934711,19257,12773,677353,584329,93024,2.92,0.14,High,Stable
28-02-2081,523557,417875,311324,268094,157049,55853,29643,101735,3346,18215,1252756,532200,720556,0.1,0.58,Low,Stable
30-09-2049,778316,255930,172122,306379,79092,52924,48967,547200,30807,17856,1206368,536025,670343,0.61,0.56,Low,Stable
30-11-2021,495804,279761,124760,377443,198725,94462,43314,80771,30418,9628,900325,753990,146335,0.15,0.16,Low,Stable
