Date,Revenue,Loan_Proceeds,CapEx,Loan_Payment,Interest_Expense,COGS,Salaries,Marketing,Rent,Region,Gross_Profit,Total_OpEx,Operating_Income (EBIT),Net_Income,Daily_Cash_Flow,Cumulative_Cash_Flow
2024-12-14,10221.03,0.0,0,0.0,82.19,5152.57,4069.6,817.68,2500,North,5068.46,7387.28,-2318.82,-2401.01,-2318.82,-1178589.45
2024-12-15,10978.19,0.0,0,0.0,82.19,5927.38,4069.8,878.26,2500,North,5050.82,7448.06,-2397.24,-2479.43,-2397.24,-1180986.69
2024-12-16,9759.46,0.0,0,0.0,82.19,5334.88,4070.0,780.76,2500,North,4424.58,7350.76,-2926.18,-3008.37,-2926.18,-1183912.87
2024-12-17,11063.95,0.0,500,0.0,82.19,5727.0,4070.2,885.12,2500,West (New),5336.94,7455.32,-2118.37,-2200.56,-2618.37,-1186531.24
2024-12-18,10286.14,0.0,0,0.0,82.19,5524.65,4070.4,822.89,2500,North,4761.49,7393.29,-2631.8,-2713.99,-2631.8,-1189163.04
2024-12-19,11377.05,0.0,0,0.0,82.19,6014.91,4070.6,910.16,2500,North,5362.13,7480.76,-2118.63,-2200.82,-2118.63,-1191281.67
2024-12-20,10542.18,0.0,0,0.0,82.19,5446.88,4070.8,843.37,2500,North,5095.3,7414.17,-2318.87,-2401.06,-2318.87,-1193600.54
2024-12-21,11287.93,0.0,0,0.0,82.19,6116.03,4071.0,903.03,2500,North,5171.9,7474.03,-2302.13,-2384.33,-2302.13,-1195902.68
2024-12-22,10692.25,0.0,0,0.0,82.19,5473.76,4071.2,855.38,2500,West (New),5218.49,7426.58,-2208.09,-2290.28,-2208.09,-1198110.76
2024-12-23,10956.7,0.0,0,0.0,82.19,5847.58,4071.4,876.54,2500,West (New),5109.11,7447.94,-2338.82,-2421.01,-2338.82,-1200449.58
2024-12-24,10068.49,0.0,0,0.0,82.19,5034.4,4071.6,805.48,2500,North,5034.09,7377.08,-2342.99,-2425.18,-2342.99,-1202792.57
2024-12-25,10928.27,0.0,0,0.0,82.19,5794.58,4071.8,874.26,2500,West (New),5133.7,7446.06,-2312.36,-2394.56,-2312.36,-1205104.94
2024-12-26,11524.47,0.0,0,0.0,82.19,5799.21,4072.0,921.96,2500,West (New),5725.26,7493.96,-1768.7,-1850.89,-1768.7,-1206873.63
2024-12-27,11983.79,0.0,0,0.0,82.19,6170.12,4072.2,958.7,2500,West (New),5813.67,7530.9,-1717.24,-1799.43,-1717.24,-1208590.87
2024-12-28,11177.6,0.0,0,0.0,82.19,5773.93,4072.4,894.21,2500,West (New),5403.67,7466.61,-2062.94,-2145.13,-2062.94,-1210653.81
2024-12-29,11154.44,0.0,0,0.0,82.19,5841.79,4072.6,892.36,2500,West (New),5312.65,7464.96,-2152.3,-2234.5,-2152.3,-1212806.11
2024-12-30,10777.48,0.0,0,0.0,82.19,5781.69,4072.8,862.2,2500,North,4995.79,7435.0,-2439.21,-2521.4,-2439.21,-1215245.32
2024-12-31,10804.43,0.0,0,0.0,82.19,5655.21,4073.0,864.35,2500,North,5149.22,7437.35,-2288.14,-2370.33,-2288.14,-1217533.45
2025-01-01,12095.58,0.0,0,12000.0,82.19,6616.32,4073.2,967.65,2500,North,5479.26,7540.85,-2061.58,-2143.78,-14061.58,-1231595.04
2025-01-02,11088.91,0.0,0,0.0,82.19,5850.7,4073.4,887.11,2500,North,5238.21,7460.51,-2222.3,-2304.49,-2222.3,-1233817.34
2025-01-03,11118.84,0.0,0,0.0,82.19,5734.52,4073.6,889.51,2500,North,5384.32,7463.11,-2078.79,-2160.98,-2078.79,-1235896.13
2025-01-04,11200.53,0.0,0,0.0,82.19,5801.83,4073.8,896.04,2500,North,5398.7,7469.84,-2071.15,-2153.34,-2071.15,-1237967.28
2025-01-05,11281.48,0.0,0,0.0,82.19,6076.76,4074.0,902.52,2500,West (New),5204.72,7476.52,-2271.8,-2353.99,-2271.8,-1240239.08
2025-01-06,10186.66,0.0,0,0.0,82.19,5319.29,4074.2,814.93,2500,West (New),4867.37,7389.13,-2521.76,-2603.96,-2521.76,-1242760.84
2025-01-07,11216.23,0.0,0,0.0,82.19,5815.82,4074.4,897.3,2500,North,5400.41,7471.7,-2071.29,-2153.48,-2071.29,-1244832.13
2025-01-08,10823.41,0.0,0,0.0,82.19,5663.99,4074.6,865.87,2500,North,5159.43,7440.47,-2281.04,-2363.24,-2281.04,-1247113.17
2025-01-09,11620.15,0.0,0,0.0,82.19,6012.93,4074.8,929.61,2500,North,5607.23,7504.41,-1897.19,-1979.38,-1897.19,-1249010.36
2025-01-10,12126.11,0.0,0,0.0,82.19,6645.59,4075.0,970.09,2500,North,5480.51,7545.09,-2064.57,-2146.77,-2064.57,-1251074.93
2025-01-11,11559.47,0.0,0,0.0,82.19,5802.75,4075.2,924.76,2500,North,5756.72,7499.96,-1743.23,-1825.43,-1743.23,-1252818.17
2025-01-12,11089.09,0.0,0,0.0,82.19,5968.49,4075.4,887.13,2500,North,5120.6,7462.53,-2341.92,-2424.12,-2341.92,-1255160.09
2025-01-13,11279.94,0.0,0,0.0,82.19,5681.22,4075.6,902.4,2500,West (New),5598.72,7478.0,-1879.27,-1961.46,-1879.27,-1257039.36
2025-01-14,10462.42,0.0,0,0.0,82.19,5291.85,4075.8,836.99,2500,North,5170.58,7412.79,-2242.22,-2324.41,-2242.22,-1259281.58
2025-01-15,11004.13,0.0,0,0.0,82.19,5726.0,4076.0,880.33,2500,North,5278.12,7456.33,-2178.21,-2260.4,-2178.21,-1261459.79
2025-01-16,12304.62,0.0,0,0.0,82.19,6284.64,4076.2,984.37,2500,North,6019.98,7560.57,-1540.59,-1622.78,-1540.59,-1263000.38
2025-01-17,11048.84,0.0,0,0.0,82.19,6057.15,4076.4,883.91,2500,West (New),4991.69,7460.31,-2468.61,-2550.81,-2468.61,-1265468.99
2025-01-18,11727.37,0.0,0,0.0,82.19,6039.66,4076.6,938.19,2500,North,5687.71,7514.79,-1827.08,-1909.27,-1827.08,-1267296.07
2025-01-19,11679.13,0.0,0,0.0,82.19,6109.6,4076.8,934.33,2500,North,5569.53,7511.13,-1941.6,-2023.79,-1941.6,-1269237.67
2025-01-20,11473.48,0.0,0,0.0,82.19,6184.57,4077.0,917.88,2500,North,5288.92,7494.88,-2205.96,-2288.15,-2205.96,-1271443.63
2025-01-21,11176.8,0.0,0,0.0,82.19,5737.73,4077.2,894.14,2500,North,5439.07,7471.34,-2032.27,-2114.46,-2032.27,-1273475.9
2025-01-22,10736.5,0.0,0,0.0,82.19,5901.61,4077.4,858.92,2500,West (New),4834.89,7436.32,-2601.43,-2683.62,-2601.43,-1276077.33
2025-01-23,11214.06,0.0,0,0.0,82.19,5717.08,4077.6,897.12,2500,North,5496.98,7474.72,-1977.75,-2059.94,-1977.75,-1278055.08
2025-01-24,12545.69,0.0,0,0.0,82.19,6276.68,4077.8,1003.66,2500,West (New),6269.0,7581.46,-1312.45,-1394.64,-1312.45,-1279367.53
2025-01-25,12510.82,0.0,0,0.0,82.19,6693.61,4078.0,1000.87,2500,West (New),5817.21,7578.87,-1761.65,-1843.84,-1761.65,-1281129.18
2025-01-26,10685.92,0.0,0,0.0,82.19,5592.63,4078.2,854.87,2500,West (New),5093.3,7433.07,-2339.78,-2421.97,-2339.78,-1283468.96
2025-01-27,11291.9,0.0,0,0.0,82.19,5954.13,4078.4,903.35,2500,West (New),5337.77,7481.75,-2143.98,-2226.18,-2143.98,-1285612.95
2025-01-28,11239.15,0.0,0,0.0,82.19,5638.46,4078.6,899.13,2500,West (New),5600.69,7477.73,-1877.04,-1959.23,-1877.04,-1287489.98
2025-01-29,11091.11,0.0,0,0.0,82.19,5582.74,4078.8,887.29,2500,West (New),5508.36,7466.09,-1957.73,-2039.92,-1957.73,-1289447.71
2025-01-30,11365.08,0.0,0,0.0,82.19,5972.02,4079.0,909.21,2500,North,5393.07,7488.21,-2095.14,-2177.33,-2095.14,-1291542.85
2025-01-31,13800.92,0.0,0,0.0,82.19,7156.75,4079.2,1104.07,2500,West (New),6644.17,7683.27,-1039.1,-1121.29,-1039.1,-1292581.95
2025-02-01,11512.08,0.0,0,12000.0,82.19,6162.06,4079.4,920.97,2500,West (New),5350.01,7500.37,-2150.35,-2232.55,-14150.35,-1306732.31
2025-02-02,11658.98,0.0,0,0.0,82.19,6076.11,4079.6,932.72,2500,West (New),5582.87,7512.32,-1929.45,-2011.64,-1929.45,-1308661.75
2025-02-03,12563.42,0.0,0,0.0,82.19,6579.76,4079.8,1005.07,2500,North,5983.66,7584.87,-1601.21,-1683.4,-1601.21,-1310262.96
2025-02-04,10419.78,0.0,0,0.0,82.19,5285.9,4080.0,833.58,2500,North,5133.89,7413.58,-2279.7,-2361.89,-2279.7,-1312542.66
2025-02-05,12129.58,0.0,0,0.0,82.19,6472.89,4080.2,970.37,2500,North,5656.69,7550.57,-1893.88,-1976.07,-1893.88,-1314436.54
2025-02-06,11634.68,0.0,0,0.0,82.19,5833.43,4080.4,930.77,2500,North,5801.25,7511.17,-1709.92,-1792.11,-1709.92,-1316146.46
2025-02-07,10274.9,0.0,0,0.0,82.19,5440.61,4080.6,821.99,2500,West (New),4834.29,7402.59,-2568.3,-2650.49,-2568.3,-1318714.77
2025-02-08,11982.39,0.0,0,0.0,82.19,6210.69,4080.8,958.59,2500,North,5771.7,7539.39,-1767.69,-1849.88,-1767.69,-1320482.46
2025-02-09,11910.69,0.0,0,0.0,82.19,6456.73,4081.0,952.86,2500,North,5453.96,7533.86,-2079.89,-2162.09,-2079.89,-1322562.35
2025-02-10,12959.04,0.0,0,0.0,82.19,6768.58,4081.2,1036.72,2500,West (New),6190.47,7617.92,-1427.46,-1509.65,-1427.46,-1323989.81
2025-02-11,12114.63,0.0,0,0.0,82.19,6104.24,4081.4,969.17,2500,West (New),6010.39,7550.57,-1540.18,-1622.37,-1540.18,-1325529.98
2025-02-12,11488.39,0.0,0,0.0,82.19,6044.91,4081.6,919.07,2500,North,5443.48,7500.67,-2057.19,-2139.38,-2057.19,-1327587.18
2025-02-13,12553.55,0.0,0,0.0,82.19,6859.88,4081.8,1004.28,2500,North,5693.67,7586.08,-1892.42,-1974.61,-1892.42,-1329479.59
2025-02-14,12268.82,0.0,0,0.0,82.19,6591.97,4082.0,981.51,2500,North,5676.85,7563.51,-1886.65,-1968.84,-1886.65,-1331366.24
2025-02-15,12524.8,0.0,0,0.0,82.19,6882.44,4082.2,1001.98,2500,West (New),5642.37,7584.18,-1941.82,-2024.01,-1941.82,-1333308.06
2025-02-16,12289.02,0.0,0,0.0,82.19,6652.54,4082.4,983.12,2500,North,5636.48,7565.52,-1929.04,-2011.23,-1929.04,-1335237.1
2025-02-17,10826.1,0.0,0,0.0,82.19,5822.64,4082.6,866.09,2500,West (New),5003.46,7448.69,-2445.23,-2527.42,-2445.23,-1337682.33
2025-02-18,13675.21,0.0,0,0.0,82.19,6959.11,4082.8,1094.02,2500,West (New),6716.09,7676.82,-960.72,-1042.92,-960.72,-1338643.05
2025-02-19,12105.95,0.0,0,0.0,82.19,6261.65,4083.0,968.48,2500,North,5844.3,7551.48,-1707.17,-1789.36,-1707.17,-1340350.23
2025-02-20,13217.59,0.0,0,0.0,82.19,6893.09,4083.2,1057.41,2500,North,6324.5,7640.61,-1316.1,-1398.3,-1316.1,-1341666.33
2025-02-21,13293.85,0.0,0,0.0,82.19,6769.36,4083.4,1063.51,2500,West (New),6524.48,7646.91,-1122.42,-1204.61,-1122.42,-1342788.75
2025-02-22,13897.7,0.0,0,0.0,82.19,7400.4,4083.6,1111.82,2500,North,6497.31,7695.42,-1198.11,-1280.3,-1198.11,-1343986.86
2025-02-23,12672.54,0.0,0,0.0,82.19,6452.15,4083.8,1013.8,2500,West (New),6220.39,7597.6,-1377.21,-1459.41,-1377.21,-1345364.08
2025-02-24,12975.64,0.0,0,0.0,82.19,6823.11,4084.0,1038.05,2500,West (New),6152.53,7622.05,-1469.52,-1551.71,-1469.52,-1346833.6
2025-02-25,12658.39,0.0,0,0.0,82.19,6339.87,4084.2,1012.67,2500,North,6318.52,7596.87,-1278.35,-1360.55,-1278.35,-1348111.95
2025-02-26,12002.66,0.0,0,0.0,82.19,6332.54,4084.4,960.21,2500,North,5670.13,7544.61,-1874.49,-1956.68,-1874.49,-1349986.44
2025-02-27,12833.43,0.0,0,0.0,82.19,6866.46,4084.6,1026.67,2500,West (New),5966.97,7611.27,-1644.31,-1726.5,-1644.31,-1351630.75
2025-02-28,13190.3,0.0,0,0.0,82.19,7143.33,4084.8,1055.22,2500,West (New),6046.97,7640.02,-1593.05,-1675.24,-1593.05,-1353223.8
2025-03-01,12438.04,0.0,0,12000.0,82.19,6813.34,4085.0,995.04,2500,West (New),5624.71,7580.04,-1955.33,-2037.53,-13955.33,-1367179.14
2025-03-02,12013.68,0.0,0,0.0,82.19,6091.4,4085.2,961.09,2500,North,5922.28,7546.29,-1624.02,-1706.21,-1624.02,-1368803.15
2025-03-03,12511.44,0.0,0,0.0,82.19,6394.33,4085.4,1000.92,2500,North,6117.11,7586.32,-1469.21,-1551.4,-1469.21,-1370272.36
2025-03-04,11432.59,0.0,0,0.0,82.19,6213.23,4085.6,914.61,2500,West (New),5219.37,7500.21,-2280.84,-2363.03,-2280.84,-1372553.2
2025-03-05,11135.42,0.0,0,0.0,82.19,5626.34,4085.8,890.83,2500,West (New),5509.08,7476.63,-1967.55,-2049.74,-1967.55,-1374520.75
2025-03-06,12781.47,0.0,0,0.0,82.19,6458.76,4086.0,1022.52,2500,North,6322.71,7608.52,-1285.81,-1368.0,-1285.81,-1375806.56
2025-03-07,12553.43,0.0,0,0.0,82.19,6809.6,4086.2,1004.27,2500,West (New),5743.83,7590.47,-1846.65,-1928.84,-1846.65,-1377653.21
2025-03-08,14021.05,0.0,0,0.0,82.19,7228.78,4086.4,1121.68,2500,North,6792.27,7708.08,-915.82,-998.01,-915.82,-1378569.02
2025-03-09,14334.22,0.0,0,0.0,82.19,7580.35,4086.6,1146.74,2500,North,6753.87,7733.34,-979.46,-1061.66,-979.46,-1379548.49
2025-03-10,12541.25,0.0,0,0.0,82.19,6896.88,4086.8,1003.3,2500,West (New),5644.37,7590.1,-1945.73,-2027.92,-1945.73,-1381494.22
2025-03-11,13147.57,0.0,0,0.0,82.19,6933.05,4087.0,1051.81,2500,North,6214.51,7638.81,-1424.29,-1506.48,-1424.29,-1382918.51
2025-03-12,12742.1,0.0,0,0.0,82.19,6404.54,4087.2,1019.37,2500,North,6337.55,7606.57,-1269.02,-1351.21,-1269.02,-1384187.52
2025-03-13,14036.48,0.0,0,0.0,82.19,7064.27,4087.4,1122.92,2500,North,6972.21,7710.32,-738.11,-820.3,-738.11,-1384925.63
2025-03-14,13578.58,0.0,0,0.0,82.19,7111.26,4087.6,1086.29,2500,West (New),6467.32,7673.89,-1206.57,-1288.76,-1206.57,-1386132.2
2025-03-15,12819.5,0.0,0,0.0,82.19,6648.61,4087.8,1025.56,2500,North,6170.89,7613.36,-1442.47,-1524.66,-1442.47,-1387574.67
2025-03-16,13184.97,0.0,0,0.0,82.19,6804.25,4088.0,1054.8,2500,North,6380.72,7642.8,-1262.08,-1344.27,-1262.08,-1388836.75
2025-03-17,13891.77,0.0,0,0.0,82.19,7582.53,4088.2,1111.34,2500,North,6309.24,7699.54,-1390.3,-1472.5,-1390.3,-1390227.05
2025-03-18,12833.66,0.0,0,0.0,82.19,6855.19,4088.4,1026.69,2500,West (New),5978.47,7615.09,-1636.63,-1718.82,-1636.63,-1391863.68
2025-03-19,12771.09,0.0,0,0.0,82.19,6858.92,4088.6,1021.69,2500,West (New),5912.17,7610.29,-1698.11,-1780.31,-1698.11,-1393561.79
2025-03-20,13365.01,0.0,0,0.0,82.19,6795.67,4088.8,1069.2,2500,North,6569.34,7658.0,-1088.66,-1170.86,-1088.66,-1394650.46
2025-03-21,13210.48,0.0,0,0.0,82.19,6929.0,4089.0,1056.84,2500,West (New),6281.48,7645.84,-1364.36,-1446.55,-1364.36,-1396014.82
2025-03-22,13464.51,0.0,0,0.0,82.19,6888.08,4089.2,1077.16,2500,West (New),6576.43,7666.36,-1089.93,-1172.13,-1089.93,-1397104.75
2025-03-23,13099.16,0.0,0,0.0,82.19,7173.93,4089.4,1047.93,2500,North,5925.23,7637.33,-1712.1,-1794.3,-1712.1,-1398816.86
2025-03-24,12777.97,0.0,0,0.0,82.19,6459.15,4089.6,1022.24,2500,North,6318.81,7611.84,-1293.02,-1375.21,-1293.02,-1400109.88
2025-03-25,12890.74,0.0,0,0.0,82.19,6840.43,4089.8,1031.26,2500,West (New),6050.31,7621.06,-1570.75,-1652.94,-1570.75,-1401680.63
2025-03-26,13257.24,0.0,0,0.0,82.19,7097.79,4090.0,1060.58,2500,West (New),6159.44,7650.58,-1491.13,-1573.33,-1491.13,-1403171.76
2025-03-27,13432.8,0.0,0,0.0,82.19,6924.19,4090.2,1074.62,2500,West (New),6508.61,7664.82,-1156.22,-1238.41,-1156.22,-1404327.98
2025-03-28,12112.36,0.0,0,0.0,82.19,6186.2,4090.4,968.99,2500,West (New),5926.16,7559.39,-1633.23,-1715.42,-1633.23,-1405961.21
2025-03-29,13572.04,0.0,0,0.0,82.19,6831.16,4090.6,1085.76,2500,North,6740.89,7676.36,-935.48,-1017.67,-935.48,-1406896.69
2025-03-30,13109.36,0.0,0,0.0,82.19,7038.83,4090.8,1048.75,2500,North,6070.53,7639.55,-1569.02,-1651.21,-1569.02,-1408465.7
2025-03-31,13268.49,0.0,0,0.0,82.19,6866.93,4091.0,1061.48,2500,North,6401.56,7652.48,-1250.92,-1333.11,-1250.92,-1409716.62
2025-04-01,13618.34,0.0,0,12000.0,82.19,7365.96,4091.2,1089.47,2500,North,6252.38,7680.67,-1428.28,-1510.48,-13428.28,-1423144.91
2025-04-02,12952.35,0.0,0,0.0,82.19,6931.47,4091.4,1036.19,2500,West (New),6020.87,7627.59,-1606.72,-1688.91,-1606.72,-1424751.62
2025-04-03,13922.56,0.0,0,0.0,82.19,7070.31,4091.6,1113.8,2500,West (New),6852.25,7705.4,-853.16,-935.35,-853.16,-1425604.78
2025-04-04,13539.48,0.0,0,0.0,82.19,6886.62,4091.8,1083.16,2500,West (New),6652.86,7674.96,-1022.09,-1104.29,-1022.09,-1426626.87
2025-04-05,12554.87,0.0,0,0.0,82.19,6812.9,4092.0,1004.39,2500,North,5741.97,7596.39,-1854.42,-1936.61,-1854.42,-1428481.29
2025-04-06,12938.87,0.0,0,0.0,82.19,7094.53,4092.2,1035.11,2500,North,5844.33,7627.31,-1782.98,-1865.17,-1782.98,-1430264.27
2025-04-07,12453.8,0.0,0,0.0,82.19,6313.67,4092.4,996.3,2500,North,6140.13,7588.7,-1448.58,-1530.77,-1448.58,-1431712.85
2025-04-08,13826.9,0.0,0,0.0,82.19,7291.81,4092.6,1106.15,2500,West (New),6535.09,7698.75,-1163.66,-1245.85,-1163.66,-1432876.51
2025-04-09,13955.31,0.0,0,0.0,82.19,7284.52,4092.8,1116.42,2500,West (New),6670.79,7709.22,-1038.43,-1120.62,-1038.43,-1433914.94
2025-04-10,13771.39,0.0,0,0.0,82.19,6996.55,4093.0,1101.71,2500,North,6774.84,7694.71,-919.87,-1002.06,-919.87,-1434834.81
2025-04-11,13278.36,0.0,0,0.0,82.19,7199.51,4093.2,1062.27,2500,North,6078.85,7655.47,-1576.62,-1658.81,-1576.62,-1436411.43
2025-04-12,13384.13,0.0,0,0.0,82.19,7247.51,4093.4,1070.73,2500,North,6136.62,7664.13,-1527.51,-1609.7,-1527.51,-1437938.94
2025-04-13,14824.46,0.0,0,0.0,82.19,7435.77,4093.6,1185.96,2500,West (New),7388.69,7779.56,-390.86,-473.06,-390.86,-1438329.8
2025-04-14,15320.68,0.0,0,0.0,82.19,7726.07,4093.8,1225.65,2500,North,7594.6,7819.45,-224.85,-307.04,-224.85,-1438554.65
2025-04-15,13541.45,0.0,0,0.0,82.19,7034.28,4094.0,1083.32,2500,North,6507.17,7677.32,-1170.15,-1252.34,-1170.15,-1439724.8
2025-04-16,14054.45,0.0,0,0.0,82.19,7693.04,4094.2,1124.36,2500,North,6361.41,7718.56,-1357.15,-1439.34,-1357.15,-1441081.95
2025-04-17,14489.98,0.0,0,0.0,82.19,7856.53,4094.4,1159.2,2500,North,6633.45,7753.6,-1120.15,-1202.34,-1120.15,-1442202.1
2025-04-18,13765.89,0.0,0,0.0,82.19,7175.34,4094.6,1101.27,2500,West (New),6590.55,7695.87,-1105.32,-1187.51,-1105.32,-1443307.42
2025-04-19,13904.37,0.0,0,0.0,82.19,6970.69,4094.8,1112.35,2500,North,6933.68,7707.15,-773.47,-855.66,-773.47,-1444080.88
2025-04-20,14113.07,0.0,0,0.0,82.19,7590.83,4095.0,1129.05,2500,West (New),6522.24,7724.05,-1201.8,-1283.99,-1201.8,-1445282.69
2025-04-21,13821.23,0.0,0,0.0,82.19,7083.67,4095.2,1105.7,2500,West (New),6737.55,7700.9,-963.34,-1045.54,-963.34,-1446246.03
2025-04-22,14320.26,0.0,0,0.0,82.19,7779.21,4095.4,1145.62,2500,North,6541.06,7741.02,-1199.96,-1282.16,-1199.96,-1447445.99
2025-04-23,15021.46,0.0,0,0.0,82.19,7674.99,4095.6,1201.72,2500,West (New),7346.47,7797.32,-450.84,-533.04,-450.84,-1447896.84
2025-04-24,13188.94,0.0,0,0.0,82.19,7138.67,4095.8,1055.11,2500,North,6050.26,7650.91,-1600.65,-1682.84,-1600.65,-1449497.49
2025-04-25,14664.06,0.0,0,0.0,82.19,7495.87,4096.0,1173.12,2500,North,7168.19,7769.12,-600.94,-683.13,-600.94,-1450098.43
2025-04-26,13840.29,0.0,0,0.0,82.19,7317.92,4096.2,1107.22,2500,North,6522.37,7703.42,-1181.05,-1263.24,-1181.05,-1451279.48
2025-04-27,13225.96,0.0,0,0.0,82.19,6993.97,4096.4,1058.08,2500,North,6231.99,7654.48,-1422.48,-1504.68,-1422.48,-1452701.97
2025-04-28,14446.57,0.0,0,0.0,82.19,7307.77,4096.6,1155.73,2500,North,7138.8,7752.33,-613.53,-695.72,-613.53,-1453315.49
2025-04-29,13897.0,0.0,0,0.0,82.19,7435.43,4096.8,1111.76,2500,West (New),6461.58,7708.56,-1246.98,-1329.18,-1246.98,-1454562.48
2025-04-30,14092.86,0.0,0,0.0,82.19,7490.46,4097.0,1127.43,2500,West (New),6602.41,7724.43,-1122.02,-1204.22,-1122.02,-1455684.5
2025-05-01,14171.33,0.0,0,12000.0,82.19,7737.98,4097.2,1133.71,2500,West (New),6433.36,7730.91,-1297.55,-1379.74,-13297.55,-1468982.05
2025-05-02,14644.9,0.0,0,0.0,82.19,7786.68,4097.4,1171.59,2500,West (New),6858.21,7768.99,-910.78,-992.97,-910.78,-1469892.83
2025-05-03,12808.85,0.0,0,0.0,82.19,6683.01,4097.6,1024.71,2500,West (New),6125.84,7622.31,-1496.47,-1578.66,-1496.47,-1471389.29
2025-05-04,14650.01,0.0,0,0.0,82.19,7781.9,4097.8,1172.0,2500,West (New),6868.11,7769.8,-901.69,-983.88,-901.69,-1472290.98
2025-05-05,13740.18,0.0,0,0.0,82.19,7336.48,4098.0,1099.21,2500,West (New),6403.7,7697.21,-1293.52,-1375.71,-1293.52,-1473584.5
2025-05-06,13704.94,0.0,0,0.0,82.19,7127.59,4098.2,1096.4,2500,West (New),6577.35,7694.6,-1117.24,-1199.43,-1117.24,-1474701.74
2025-05-07,14665.04,0.0,1000,0.0,82.19,7931.28,4098.4,1173.2,2500,West (New),6733.76,7771.6,-1037.84,-1120.04,-2037.84,-1476739.59
2025-05-08,14906.49,0.0,0,0.0,82.19,7943.45,4098.6,1192.52,2500,West (New),6963.04,7791.12,-828.08,-910.27,-828.08,-1477567.67
2025-05-09,13485.71,0.0,0,0.0,82.19,7006.89,4098.8,1078.86,2500,West (New),6478.82,7677.66,-1198.84,-1281.03,-1198.84,-1478766.51
2025-05-10,14436.38,0.0,0,0.0,82.19,7740.32,4099.0,1154.91,2500,North,6696.06,7753.91,-1057.85,-1140.05,-1057.85,-1479824.36
2025-05-11,14174.8,0.0,0,0.0,82.19,7274.58,4099.2,1133.98,2500,North,6900.22,7733.18,-832.96,-915.15,-832.96,-1480657.32
2025-05-12,13970.69,0.0,0,0.0,82.19,7098.97,4099.4,1117.66,2500,West (New),6871.71,7717.06,-845.34,-927.53,-845.34,-1481502.66
2025-05-13,13705.32,0.0,0,0.0,82.19,7525.4,4099.6,1096.43,2500,North,6179.92,7696.03,-1516.1,-1598.29,-1516.1,-1483018.76
2025-05-14,14954.09,0.0,0,0.0,82.19,7797.89,4099.8,1196.33,2500,North,7156.2,7796.13,-639.93,-722.12,-639.93,-1483658.69
2025-05-15,15223.2,0.0,0,0.0,82.19,8088.06,4100.0,1217.86,2500,North,7135.14,7817.86,-682.72,-764.91,-682.72,-1484341.41
2025-05-16,14989.13,0.0,0,0.0,82.19,7924.63,4100.2,1199.13,2500,North,7064.49,7799.33,-734.84,-817.03,-734.84,-1485076.24
2025-05-17,14689.89,0.0,0,0.0,82.19,7937.7,4100.4,1175.19,2500,North,6752.19,7775.59,-1023.4,-1105.59,-1023.4,-1486099.64
2025-05-18,14488.7,0.0,0,0.0,82.19,7705.52,4100.6,1159.1,2500,North,6783.18,7759.7,-976.52,-1058.71,-976.52,-1487076.16
2025-05-19,14744.83,0.0,0,0.0,82.19,7391.55,4100.8,1179.59,2500,West (New),7353.28,7780.39,-427.11,-509.3,-427.11,-1487503.27
2025-05-20,15150.69,0.0,0,0.0,82.19,8234.7,4101.0,1212.06,2500,West (New),6915.99,7813.06,-897.06,-979.25,-897.06,-1488400.33
2025-05-21,14680.18,0.0,0,0.0,82.19,7944.95,4101.2,1174.41,2500,North,6735.23,7775.61,-1040.39,-1122.58,-1040.39,-1489440.72
2025-05-22,15043.74,0.0,0,0.0,82.19,7776.53,4101.4,1203.5,2500,West (New),7267.21,7804.9,-537.69,-619.89,-537.69,-1489978.41
2025-05-23,15056.02,0.0,0,0.0,82.19,7661.45,4101.6,1204.48,2500,West (New),7394.57,7806.08,-411.51,-493.7,-411.51,-1490389.92
2025-05-24,14679.65,0.0,0,0.0,82.19,7774.35,4101.8,1174.37,2500,West (New),6905.3,7776.17,-870.87,-953.06,-870.87,-1491260.79
2025-05-25,14389.84,0.0,0,0.0,82.19,7328.57,4102.0,1151.19,2500,West (New),7061.27,7753.19,-691.92,-774.11,-691.92,-1491952.71
2025-05-26,15619.61,0.0,0,0.0,82.19,8236.66,4102.2,1249.57,2500,North,7382.95,7851.77,-468.82,-551.01,-468.82,-1492421.53
2025-05-27,14730.95,0.0,0,0.0,82.19,7714.38,4102.4,1178.48,2500,West (New),7016.57,7780.88,-764.31,-846.5,-764.31,-1493185.84
2025-05-28,15025.56,0.0,0,0.0,82.19,7821.14,4102.6,1202.05,2500,West (New),7204.42,7804.65,-600.22,-682.41,-600.22,-1493786.06
2025-05-29,15169.56,0.0,0,0.0,82.19,8324.73,4102.8,1213.56,2500,North,6844.83,7816.36,-971.53,-1053.72,-971.53,-1494757.59
2025-05-30,14580.42,0.0,0,0.0,82.19,7890.01,4103.0,1166.43,2500,West (New),6690.41,7769.43,-1079.02,-1161.21,-1079.02,-1495836.61
2025-05-31,15754.82,0.0,0,0.0,82.19,8145.72,4103.2,1260.39,2500,West (New),7609.09,7863.59,-254.49,-336.68,-254.49,-1496091.1
2025-06-01,14965.16,0.0,0,12000.0,82.19,7929.84,4103.4,1197.21,2500,North,7035.32,7800.61,-765.29,-847.48,-12765.29,-1508856.4
2025-06-02,14558.16,0.0,0,0.0,82.19,7558.89,4103.6,1164.65,2500,North,6999.27,7768.25,-768.98,-851.17,-768.98,-1509625.38
