Date,Revenue,Marketing,R&D_Contracts,COGS,Salaries,Rent,Utilities,Loan_Proceeds,Loan_Payment,Product_Sold,Gross_Profit,Total_OpEx,Operating_Income,Daily_Cash_Flow,Cumulative_Cash_Flow
24-12-2024,14017.81,6000,183.41,5805.55,3053.7,1800,337.56,0,0,InnovateX Pro,8212.26,11374.67,-3162.41,-3162.41,-2110479.51
25-12-2024,14509.77,6000,223.43,6260.77,3053.85,1800,339.27,0,0,InnovateX Pro,8249.01,11416.55,-3167.54,-3167.54,-2113647.06
26-12-2024,14230.87,6000,209.19,6050.28,3054,1800,340.98,0,0,InnovateX Pro,8180.59,11404.17,-3223.58,-3223.58,-2116870.63
27-12-2024,13917.56,6000,215.33,6199.22,3054.15,1800,342.7,0,0,InnovateX Pro,7718.33,11412.17,-3693.84,-3693.84,-2120564.47
28-12-2024,13855.4,6000,195.84,5705.01,3054.3,1800,344.41,0,0,InnovateX Pro,8150.39,11394.56,-3244.17,-3244.17,-2123808.64
29-12-2024,13367.59,6000,186.94,5365.55,3054.45,1800,346.13,0,0,InnovateX Pro,8002.04,11387.52,-3385.48,-3385.48,-2127194.12
30-12-2024,13751.03,6000,205.7,5685.04,3054.6,1800,347.85,0,0,InnovateX Pro,8066,11408.15,-3342.15,-3342.15,-2130536.27
31-12-2024,13932.41,2089.86,195.68,5602.12,3054.75,1800,349.57,0,0,InnovateX Pro,8330.29,7489.86,840.43,840.43,-2129695.84
01-01-2025,14470.22,2170.53,208.35,5792.36,3054.9,1800,351.29,0,4000,InnovateX Pro,8677.86,7585.07,1092.79,-2907.21,-2132603.05
02-01-2025,13878.87,2081.83,210.83,5626.18,3055.05,1800,353.01,0,0,InnovateX Pro,8252.7,7500.72,751.98,751.98,-2131851.07
03-01-2025,15861.59,2379.24,188.46,6850.2,3055.2,1800,354.73,0,0,InnovateX Pro,9011.39,7777.63,1233.76,1233.76,-2130617.32
04-01-2025,13646.81,2047.02,197.66,5464.3,3055.35,1800,356.45,0,0,Legacy Product,8182.5,7456.48,726.02,726.02,-2129891.3
05-01-2025,14519.02,2177.85,180.52,6096.86,3055.5,1800,358.16,0,0,InnovateX Pro,8422.16,7572.04,850.12,850.12,-2129041.17
06-01-2025,14312.54,2146.88,172.16,6294.05,3055.65,1800,359.88,0,0,InnovateX Pro,8018.49,7534.57,483.92,483.92,-2128557.26
07-01-2025,13058.28,1958.74,201.68,5339.42,3055.8,1800,361.59,0,0,InnovateX Pro,7718.86,7377.81,341.05,341.05,-2128216.21
08-01-2025,14730.07,2209.51,226.06,6532.58,3055.95,1800,363.29,0,0,InnovateX Pro,8197.49,7654.81,542.68,542.68,-2127673.52
09-01-2025,14003.96,2100.59,236.9,6110.64,3056.1,1800,365,0,0,Legacy Product,7893.32,7558.59,334.73,334.73,-2127338.79
10-01-2025,14383.21,2157.48,171.5,5761.06,3056.25,1800,366.69,0,0,Legacy Product,8622.16,7551.92,1070.23,1070.23,-2126268.56
11-01-2025,15099.03,2264.85,238.76,6258.88,3056.4,1800,368.39,0,0,InnovateX Pro,8840.15,7728.4,1111.75,1111.75,-2125156.81
12-01-2025,15500.79,2325.12,181.91,6592.9,3056.55,1800,370.08,0,0,Legacy Product,8907.88,7733.65,1174.23,1174.23,-2123982.58
13-01-2025,14529.04,2179.36,182.82,6166.72,3056.7,1800,371.76,0,0,InnovateX Pro,8362.31,7590.64,771.68,771.68,-2123210.9
14-01-2025,13844.11,2076.62,204.67,5694.85,3056.85,1800,373.43,0,0,InnovateX Pro,8149.26,7511.57,637.69,637.69,-2122573.21
15-01-2025,13683.35,2052.5,208.55,5496.49,3057,1800,375.1,0,0,InnovateX Pro,8186.86,7493.15,693.71,693.71,-2121879.5
16-01-2025,15355.54,2303.33,172.05,6652.75,3057.15,1800,376.76,0,0,InnovateX Pro,8702.79,7709.29,993.5,993.5,-2120886
17-01-2025,13801.41,2070.21,217.5,5903.59,3057.3,1800,378.42,0,0,InnovateX Pro,7897.82,7523.43,374.4,374.4,-2120511.6
18-01-2025,15503.56,2325.53,212.93,6220.11,3057.45,1800,380.06,0,0,InnovateX Pro,9283.45,7775.98,1507.47,1507.47,-2119004.13
19-01-2025,14596.51,2189.48,212.34,6029.55,3057.6,1800,381.7,0,0,InnovateX Pro,8566.95,7641.12,925.84,925.84,-2118078.29
20-01-2025,14781.78,2217.27,213.75,6171.05,3057.75,1800,383.32,0,0,InnovateX Pro,8610.72,7672.09,938.64,938.64,-2117139.65
21-01-2025,14266.33,2139.95,196.31,5952.04,3057.9,1800,384.94,0,0,InnovateX Pro,8314.3,7579.11,735.19,735.19,-2116404.46
22-01-2025,14877.98,2231.7,228.36,6514.38,3058.05,1800,386.55,0,0,InnovateX Pro,8363.61,7704.66,658.95,658.95,-2115745.52
23-01-2025,13791.06,2068.66,213.21,5655.38,3058.2,1800,388.14,0,0,InnovateX Pro,8135.69,7528.21,607.48,607.48,-2115138.04
24-01-2025,14351.79,2152.77,162.32,6307.91,3058.35,1800,389.73,0,0,InnovateX Pro,8043.87,7563.16,480.71,480.71,-2114657.33
25-01-2025,15085.34,2262.8,208.39,6223.11,3058.5,1800,391.3,0,0,InnovateX Pro,8862.23,7720.99,1141.24,1141.24,-2113516.09
26-01-2025,15735.5,2360.32,196.46,7028.28,3058.65,1800,392.86,0,0,InnovateX Pro,8707.22,7808.29,898.93,898.93,-2112617.16
27-01-2025,14423.52,2163.53,192.23,5935.77,3058.8,1800,394.41,0,0,InnovateX Pro,8487.75,7608.97,878.78,878.78,-2111738.38
28-01-2025,15523.68,2328.55,183.54,6682.22,3058.95,1800,395.94,0,0,InnovateX Pro,8841.46,7766.99,1074.48,1074.48,-2110663.9
29-01-2025,13978.15,2096.72,186.16,5778.96,3059.1,1800,397.47,0,0,InnovateX Pro,8199.2,7539.44,659.75,659.75,-2110004.15
30-01-2025,14600.36,2190.05,163.71,6316.48,3059.25,1800,398.97,0,0,InnovateX Pro,8283.89,7611.99,671.9,671.9,-2109332.25
31-01-2025,13952.81,2092.92,187.73,5965.79,3059.4,1800,400.46,0,0,Legacy Product,7987.03,7540.52,446.51,446.51,-2108885.74
01-02-2025,15840.95,2376.14,177.57,6394.87,3059.55,1800,401.94,0,4000,InnovateX Pro,9446.08,7815.21,1630.87,-2369.13,-2111254.87
02-02-2025,13779.11,2066.87,174.54,5717.88,3059.7,1800,403.4,0,0,Legacy Product,8061.23,7504.51,556.71,556.71,-2110698.16
03-02-2025,13113.06,1966.96,223.41,5414.65,3059.85,1800,404.85,0,0,Legacy Product,7698.41,7455.07,243.33,243.33,-2110454.83
04-02-2025,14254.58,2138.19,181.03,5703.7,3060,1800,406.28,0,0,InnovateX Pro,8550.88,7585.5,965.37,965.37,-2109489.45
05-02-2025,14921.96,2238.29,237.42,6324.08,3060.15,1800,407.69,0,0,InnovateX Pro,8597.88,7743.56,854.32,854.32,-2108635.13
06-02-2025,13400.68,2010.1,173.33,5403.73,3060.3,1800,409.09,0,0,InnovateX Pro,7996.95,7452.83,544.12,544.12,-2108091.01
07-02-2025,14584.35,2187.65,194.96,5916.51,3060.45,1800,410.47,0,0,InnovateX Pro,8667.84,7653.53,1014.32,1014.32,-2107076.69
08-02-2025,15265.94,2289.89,244.04,6261.74,3060.6,1800,411.83,0,0,InnovateX Pro,9004.2,7806.36,1197.84,1197.84,-2105878.85
09-02-2025,16731.49,2509.72,209.84,7403.47,3060.75,1800,413.17,0,0,Legacy Product,9328.02,7993.49,1334.53,1334.53,-2104544.32
10-02-2025,15264.28,2289.64,198.86,6133.15,3060.9,1800,414.5,0,0,InnovateX Pro,9131.12,7763.9,1367.23,1367.23,-2103177.09
11-02-2025,14955.09,2243.26,197.96,6339.57,3061.05,1800,415.8,0,0,InnovateX Pro,8615.52,7718.08,897.44,897.44,-2102279.65
12-02-2025,14930.29,2239.54,220.98,6428.5,3061.2,1800,417.09,0,0,InnovateX Pro,8501.79,7738.82,762.97,762.97,-2101516.68
13-02-2025,15475.91,2321.39,219.88,6693.44,3061.35,1800,418.35,0,0,InnovateX Pro,8782.46,7820.97,961.5,961.5,-2100555.18
14-02-2025,14966.87,2245.03,181.47,6273.84,3061.5,1800,419.6,0,0,InnovateX Pro,8693.03,7707.6,985.43,985.43,-2099569.75
15-02-2025,14954.94,2243.24,191.29,6410.56,3061.65,1800,420.82,0,0,InnovateX Pro,8544.38,7717.01,827.37,827.37,-2098742.38
16-02-2025,15556.96,2333.54,194.22,6303.65,3061.8,1800,422.03,0,0,Legacy Product,9253.3,7811.59,1441.71,1441.71,-2097300.66
17-02-2025,15801.77,2370.26,199.75,6347.48,3061.95,1800,423.21,0,0,Legacy Product,9454.28,7855.17,1599.11,1599.11,-2095701.55
18-02-2025,15164.65,2274.7,178.23,6355,3062.1,1800,424.37,0,0,InnovateX Pro,8809.65,7739.4,1070.25,1070.25,-2094631.3
19-02-2025,15780.73,2367.11,167.91,7077.77,3062.25,1800,425.51,0,0,InnovateX Pro,8702.97,7822.78,880.19,880.19,-2093751.12
20-02-2025,15169.06,2275.36,231.57,6759.54,3062.4,1800,426.63,0,0,InnovateX Pro,8409.51,7795.96,613.55,613.55,-2093137.56
21-02-2025,15112.72,2266.91,195.38,6320.94,3062.55,1800,427.72,0,0,InnovateX Pro,8791.78,7752.56,1039.22,1039.22,-2092098.34
22-02-2025,16713.65,2507.05,192.12,6706.01,3062.7,1800,428.79,0,0,InnovateX Pro,10007.63,7990.65,2016.98,2016.98,-2090081.36
23-02-2025,14525.72,2178.86,190.69,6198.77,3062.85,1800,429.84,0,0,InnovateX Pro,8326.95,7662.23,664.72,664.72,-2089416.64
24-02-2025,15032.36,2254.85,186.91,6382.71,3063,1800,430.86,0,0,InnovateX Pro,8649.65,7735.63,914.02,914.02,-2088502.62
25-02-2025,15222.64,2283.4,165.41,6317.09,3063.15,1800,431.86,0,0,Legacy Product,8905.56,7743.82,1161.74,1161.74,-2087340.89
26-02-2025,15362.6,2304.39,175.88,6804.92,3063.3,1800,432.84,0,0,InnovateX Pro,8557.68,7776.41,781.26,781.26,-2086559.62
27-02-2025,15651.67,2347.75,209.54,6856.16,3063.45,1800,433.79,0,0,Legacy Product,8795.5,7854.53,940.97,940.97,-2085618.65
28-02-2025,16593.05,2488.96,196.89,6852.43,3063.6,1800,434.72,0,0,InnovateX Pro,9740.62,7984.16,1756.45,1756.45,-2083862.2
01-03-2025,15814.51,2372.18,196.04,6833.8,3063.75,1800,435.62,0,4000,Legacy Product,8980.72,7867.59,1113.13,-2886.87,-2086749.07
02-03-2025,15993.35,2399,188.47,6494.16,3063.9,1800,436.49,0,0,InnovateX Pro,9499.19,7887.86,1611.33,1611.33,-2085137.74
03-03-2025,15601.82,2340.27,196.81,6926.02,3064.05,1800,437.35,0,0,InnovateX Pro,8675.79,7838.48,837.31,837.31,-2084300.43
04-03-2025,15287.57,2293.14,194.05,6532.93,3064.2,1800,438.17,0,0,InnovateX Pro,8754.64,7789.55,965.08,965.08,-2083335.35
05-03-2025,15799.41,2369.91,231.11,6380.07,3064.35,1800,438.97,0,0,InnovateX Pro,9419.35,7904.34,1515.01,1515.01,-2081820.34
06-03-2025,14960.51,2244.08,206.51,6456.2,3064.5,1800,439.74,0,0,Legacy Product,8504.32,7754.83,749.49,749.49,-2081070.85
07-03-2025,14516.88,2177.53,230.12,6441.2,3064.65,1800,440.49,0,0,InnovateX Pro,8075.68,7712.79,362.89,362.89,-2080707.96
08-03-2025,16009.56,2401.43,218.76,6498.8,3064.8,1800,441.21,0,0,InnovateX Pro,9510.76,7926.2,1584.57,1584.57,-2079123.4
09-03-2025,15162.65,2274.4,198.78,6553.23,3064.95,1800,441.9,0,0,InnovateX Pro,8609.42,7780.03,829.39,829.39,-2078294
10-03-2025,15717.28,2357.59,208.21,6783.15,3065.1,1800,442.56,0,0,InnovateX Pro,8934.12,7873.46,1060.66,1060.66,-2077233.34
11-03-2025,15438.47,2315.77,208.57,6520.32,3065.25,1800,443.2,0,0,InnovateX Pro,8918.15,7832.79,1085.36,1085.36,-2076147.98
12-03-2025,13801.61,2070.24,193.94,5783.43,3065.4,1800,443.81,0,0,Legacy Product,8018.18,7573.39,444.79,444.79,-2075703.19
13-03-2025,15223.83,2283.57,180.51,6528.63,3065.55,1800,444.39,0,0,Legacy Product,8695.2,7774.02,921.18,921.18,-2074782.01
14-03-2025,14880.74,2232.11,199.56,6154.8,3065.7,1800,444.94,0,0,InnovateX Pro,8725.94,7742.32,983.62,983.62,-2073798.39
15-03-2025,14998.52,2249.78,166.39,6375.07,3065.85,1800,445.47,0,0,InnovateX Pro,8623.45,7727.49,895.96,895.96,-2072902.43
16-03-2025,15379.62,2306.94,172.22,6359.87,3066,1800,445.97,0,0,Legacy Product,9019.75,7791.13,1228.62,1228.62,-2071673.81
17-03-2025,16162.92,2424.44,224.78,6981.98,3066.15,1800,446.44,0,0,InnovateX Pro,9180.95,7961.8,1219.14,1219.14,-2070454.66
18-03-2025,14608.84,2191.33,221.79,6400.56,3066.3,1800,446.88,0,0,InnovateX Pro,8208.28,7726.29,481.99,481.99,-2069972.68
19-03-2025,15430.15,2314.52,189.05,6349.16,3066.45,1800,447.29,0,0,InnovateX Pro,9081,7817.32,1263.68,1263.68,-2068709
20-03-2025,14742.38,2211.36,186.96,6350.04,3066.6,1800,447.67,0,0,InnovateX Pro,8392.35,7712.59,679.75,679.75,-2068029.24
21-03-2025,15627.65,2344.15,190.16,6503.37,3066.75,1800,448.03,0,0,InnovateX Pro,9124.28,7849.09,1275.19,1275.19,-2066754.06
22-03-2025,16448.4,2467.26,160.42,7218.93,3066.9,1800,448.35,0,0,Legacy Product,9229.46,7942.93,1286.53,1286.53,-2065467.52
23-03-2025,15421.76,2313.26,167.05,6925.75,3067.05,1800,448.65,0,0,InnovateX Pro,8496.01,7796.01,700,700,-2064767.52
24-03-2025,15933.35,2390,186.79,6541.33,3067.2,1800,448.92,0,0,InnovateX Pro,9392.03,7892.91,1499.11,1499.11,-2063268.41
25-03-2025,15837.05,2375.56,223.89,7063.75,3067.35,1800,449.15,0,0,InnovateX Pro,8773.31,7915.96,857.35,857.35,-2062411.06
26-03-2025,16759.02,2513.85,180.57,6916.18,3067.5,1800,449.36,0,0,InnovateX Pro,9842.84,8011.28,1831.56,1831.56,-2060579.5
27-03-2025,15768.8,2365.32,206.9,6355.73,3067.65,1800,449.54,0,0,InnovateX Pro,9413.07,7889.41,1523.66,1523.66,-2059055.85
28-03-2025,16587.53,2488.13,195.72,6687.25,3067.8,1800,449.69,0,0,InnovateX Pro,9900.29,8001.35,1898.94,1898.94,-2057156.91
29-03-2025,15984.13,2397.62,232.21,6887.23,3067.95,1800,449.81,0,0,InnovateX Pro,9096.9,7947.59,1149.31,1149.31,-2056007.6
30-03-2025,16096.38,2414.46,188.82,7101.69,3068.1,1800,449.9,0,0,InnovateX Pro,8994.69,7921.28,1073.42,1073.42,-2054934.18
31-03-2025,17234.83,2585.23,207.15,7682.36,3068.25,1800,449.96,0,0,InnovateX Pro,9552.48,8110.59,1441.88,1441.88,-2053492.3
01-04-2025,16458.6,2468.79,182,6838.69,3068.4,1800,450,0,4000,InnovateX Pro,9619.92,7969.18,1650.73,-2349.27,-2055841.56
02-04-2025,15652.66,2347.9,188.94,6614.03,3068.55,1800,450,0,0,Legacy Product,9038.62,7855.39,1183.24,1183.24,-2054658.33
03-04-2025,17293.79,2594.07,215.72,7330.01,3068.7,1800,449.97,0,0,Legacy Product,9963.78,8128.45,1835.33,1835.33,-2052823
04-04-2025,15316.91,2297.54,239.21,6882.51,3068.85,1800,449.91,0,0,Legacy Product,8434.4,7855.51,578.89,578.89,-2052244.11
05-04-2025,15408.45,2311.27,163.72,6384.9,3069,1800,449.83,0,0,Legacy Product,9023.54,7793.81,1229.73,1229.73,-2051014.37
06-04-2025,16495.57,2474.34,175.27,7046.77,3069.15,1800,449.71,0,0,InnovateX Pro,9448.8,7968.47,1480.33,1480.33,-2049534.04
07-04-2025,14655.69,2198.35,208.42,6100.87,3069.3,1800,449.56,0,0,Legacy Product,8554.82,7725.63,829.19,829.19,-2048704.85
08-04-2025,16137.57,2420.64,199.5,6653.37,3069.45,1800,449.39,0,0,InnovateX Pro,9484.2,7938.97,1545.23,1545.23,-2047159.63
09-04-2025,14575.31,2186.3,202.39,5919.46,3069.6,1800,449.18,0,0,InnovateX Pro,8655.85,7707.47,948.39,948.39,-2046211.24
10-04-2025,16351.25,2452.69,210.57,7062.14,3069.75,1800,448.95,0,0,Legacy Product,9289.1,7981.96,1307.15,1307.15,-2044904.09
11-04-2025,16462.36,2469.35,236.38,7307.51,3069.9,1800,448.69,0,0,InnovateX Pro,9154.85,8024.32,1130.53,1130.53,-2043773.56
12-04-2025,15893.05,2383.96,228.32,7094.89,3070.05,1800,448.39,0,0,Legacy Product,8798.16,7930.72,867.44,867.44,-2042906.13
13-04-2025,15712.84,2356.93,251.68,6596.53,3070.2,1800,448.07,0,0,InnovateX Pro,9116.31,7926.88,1189.43,1189.43,-2041716.7
14-04-2025,15889.66,2383.45,229.4,6756.41,3070.35,1800,447.72,0,0,InnovateX Pro,9133.25,7930.91,1202.34,1202.34,-2040514.36
15-04-2025,15015.67,2252.35,207.89,6035.95,3070.5,1800,447.34,0,0,InnovateX Pro,8979.72,7778.09,1201.63,1201.63,-2039312.73
16-04-2025,17155.6,2573.34,221.66,7349.53,3070.65,1800,446.93,0,0,InnovateX Pro,9806.08,8112.58,1693.5,1693.5,-2037619.23
17-04-2025,15726,2358.9,199.62,6673.27,3070.8,1800,446.49,0,0,InnovateX Pro,9052.73,7875.81,1176.92,1176.92,-2036442.31
18-04-2025,16013.12,2401.97,202.47,6441.05,3070.95,1800,446.03,0,0,InnovateX Pro,9572.07,7921.42,1650.65,1650.65,-2034791.67
19-04-2025,17290.56,2593.58,223.36,7780.22,3071.1,1800,445.53,0,0,InnovateX Pro,9510.34,8133.58,1376.76,1376.76,-2033414.9
20-04-2025,15837.37,2375.61,221.5,6740.06,3071.25,1800,445.01,0,0,InnovateX Pro,9097.31,7913.37,1183.94,1183.94,-2032230.96
21-04-2025,15797.13,2369.57,197.4,6866.85,3071.4,1800,444.46,0,0,InnovateX Pro,8930.28,7882.84,1047.44,1047.44,-2031183.52
22-04-2025,16933.32,2540,187.18,7451.19,3071.55,1800,443.88,0,0,InnovateX Pro,9482.13,8042.61,1439.52,1439.52,-2029744
23-04-2025,17785.99,2667.9,189.26,7890.41,3071.7,1800,443.28,0,0,InnovateX Pro,9895.58,8172.14,1723.44,1723.44,-2028020.55
24-04-2025,15956.95,2393.54,191.42,6767.66,3071.85,1800,442.64,0,0,InnovateX Pro,9189.29,7899.46,1289.83,1289.83,-2026730.72
25-04-2025,17650.21,2647.53,189.54,7117.14,3072,1800,441.98,0,0,InnovateX Pro,10533.07,8151.05,2382.02,2382.02,-2024348.7
26-04-2025,15296.4,2294.46,224.15,6566.08,3072.15,1800,441.29,0,0,InnovateX Pro,8730.33,7832.05,898.28,898.28,-2023450.43
27-04-2025,16186.61,2427.99,177.34,7019.96,3072.3,1800,440.58,0,0,InnovateX Pro,9166.65,7918.21,1248.44,1248.44,-2022201.99
28-04-2025,15873.08,2380.96,169.16,6526.1,3072.45,1800,439.84,0,0,InnovateX Pro,9346.98,7862.41,1484.58,1484.58,-2020717.41
29-04-2025,16357.67,2453.65,212.05,7070.9,3072.6,1800,439.07,0,0,Legacy Product,9286.76,7977.37,1309.4,1309.4,-2019408.02
30-04-2025,16588.25,2488.24,198.93,6982.3,3072.75,1800,438.27,0,0,InnovateX Pro,9605.95,7998.19,1607.76,1607.76,-2017800.25
01-05-2025,16787.6,2518.14,180.19,6931.98,3072.9,1800,437.45,0,4000,InnovateX Pro,9855.63,8008.68,1846.95,-2153.05,-2019953.31
02-05-2025,18220.11,2733.02,185.15,7324.59,3073.05,1800,436.6,0,0,InnovateX Pro,10895.52,8227.82,2667.7,2667.7,-2017285.6
03-05-2025,15639.81,2345.97,200.18,6354.38,3073.2,1800,435.73,0,0,InnovateX Pro,9285.43,7855.08,1430.35,1430.35,-2015855.26
04-05-2025,16487.49,2473.12,160.51,7080.67,3073.35,1800,434.83,0,0,InnovateX Pro,9406.82,7941.81,1465.01,1465.01,-2014390.25
05-05-2025,17988.63,2698.29,205.48,7848.3,3073.5,1800,433.91,0,0,InnovateX Pro,10140.33,8211.18,1929.15,1929.15,-2012461.1
06-05-2025,17556.84,2633.53,225.38,7376.18,3073.65,1800,432.96,0,0,InnovateX Pro,10180.67,8165.52,2015.15,2015.15,-2010445.95
07-05-2025,17417.72,2612.66,240.45,7011.42,3073.8,1800,431.99,0,0,InnovateX Pro,10406.31,8158.9,2247.41,2247.41,-2008198.54
08-05-2025,16901.39,2535.21,224.71,6791.11,3073.95,1800,430.99,0,0,Legacy Product,10110.29,8064.86,2045.42,2045.42,-2006153.12
09-05-2025,16415.21,2462.28,228.23,6607.78,3074.1,1800,429.97,0,0,InnovateX Pro,9807.43,7994.58,1812.85,1812.85,-2004340.27
10-05-2025,17703.11,2655.47,195.31,7811.89,3074.25,1800,428.92,0,0,Legacy Product,9891.22,8153.95,1737.28,1737.28,-2002602.99
11-05-2025,15772.72,2365.91,210.52,6336.54,3074.4,1800,427.86,0,0,InnovateX Pro,9436.17,7878.69,1557.49,1557.49,-2001045.5
12-05-2025,16433.28,2464.99,196.81,7073.06,3074.55,1800,426.77,0,0,InnovateX Pro,9360.23,7963.12,1397.11,1397.11,-1999648.39
13-05-2025,16832.5,2524.88,220.44,6962.61,3074.7,1800,425.65,0,0,InnovateX Pro,9869.89,8045.66,1824.22,1824.22,-1997824.17
14-05-2025,15839.75,2375.96,241.57,7005.66,3074.85,1800,424.52,0,0,InnovateX Pro,8834.09,7916.9,917.19,917.19,-1996906.98
15-05-2025,16671.81,2500.77,221.31,6957.95,3075,1800,423.36,0,0,Legacy Product,9713.86,8020.43,1693.43,1693.43,-1995213.55
16-05-2025,18238.1,2735.71,188.81,8178.53,3075.15,1800,422.18,0,0,Legacy Product,10059.57,8221.85,1837.72,1837.72,-1993375.83
17-05-2025,16795.35,2519.3,223.04,7486.79,3075.3,1800,420.98,0,0,InnovateX Pro,9308.56,8038.61,1269.94,1269.94,-1992105.89
18-05-2025,16826.04,2523.91,238.15,6764.52,3075.45,1800,419.75,0,0,InnovateX Pro,10061.52,8057.26,2004.26,2004.26,-1990101.63
19-05-2025,17082.06,2562.31,216.54,7091.63,3075.6,1800,418.51,0,0,InnovateX Pro,9990.43,8072.96,1917.47,1917.47,-1988184.16
20-05-2025,15153.93,2273.09,163.38,6525.47,3075.75,1800,417.25,0,0,InnovateX Pro,8628.46,7729.47,898.99,898.99,-1987285.17
21-05-2025,16452.58,2467.89,143.02,6706.34,3075.9,1800,415.96,0,0,InnovateX Pro,9746.23,7902.77,1843.46,1843.46,-1985441.71
22-05-2025,16745.81,2511.87,193.18,7501.68,3076.05,1800,414.66,0,0,Legacy Product,9244.13,7995.77,1248.37,1248.37,-1984193.34
23-05-2025,18466.27,2769.94,221.86,7492.86,3076.2,1800,413.34,0,0,Legacy Product,10973.41,8281.34,2692.07,2692.07,-1981501.27
24-05-2025,17480.9,2622.14,160.73,7319.33,3076.35,1800,412,0,0,InnovateX Pro,10161.57,8071.22,2090.35,2090.35,-1979410.92
25-05-2025,17811.52,2671.73,223.8,7240.63,3076.5,1800,410.64,0,0,InnovateX Pro,10570.89,8182.66,2388.23,2388.23,-1977022.69
26-05-2025,17727.88,2659.18,180.14,7590.25,3076.65,1800,409.26,0,0,Legacy Product,10137.63,8125.23,2012.4,2012.4,-1975010.29
27-05-2025,15887.67,2383.15,196.68,6445.13,3076.8,1800,407.87,0,0,InnovateX Pro,9442.54,7864.5,1578.04,1578.04,-1973432.26
28-05-2025,18011.77,2701.77,182.85,7719.78,3076.95,1800,406.46,0,0,InnovateX Pro,10291.99,8168.02,2123.97,2123.97,-1971308.29
29-05-2025,16524.66,2478.7,195.89,6966.82,3077.1,1800,405.03,0,0,InnovateX Pro,9557.84,7956.72,1601.12,1601.12,-1969707.17
30-05-2025,17068.23,2560.23,209.13,7404.96,3077.25,1800,403.59,0,0,InnovateX Pro,9663.27,8050.2,1613.07,1613.07,-1968094.1
31-05-2025,17378.36,2606.75,220.43,7669.7,3077.4,1800,402.13,0,0,InnovateX Pro,9708.67,8106.71,1601.96,1601.96,-1966492.14
01-06-2025,16345.61,2451.84,231.65,6918.38,3077.55,1800,400.65,0,4000,InnovateX Pro,9427.23,7961.69,1465.54,-2534.46,-1969026.6
02-06-2025,18101.16,2715.17,223.58,7688.96,3077.7,1800,399.16,0,0,InnovateX Pro,10412.2,8215.62,2196.58,2196.58,-1966830.02
03-06-2025,17150.01,2572.5,183.11,7489.38,3077.85,1800,397.65,0,0,InnovateX Pro,9660.63,8031.12,1629.51,1629.51,-1965200.51
04-06-2025,16472.98,2470.95,199.74,6643.49,3078,1800,396.14,0,0,InnovateX Pro,9829.48,7944.82,1884.67,1884.67,-1963315.84
05-06-2025,18736.23,2810.43,244.14,7881.61,3078.15,1800,394.6,0,0,InnovateX Pro,10854.61,8327.33,2527.29,2527.29,-1960788.56
06-06-2025,18316.14,2747.42,186.48,8204.86,3078.3,1800,393.06,0,0,InnovateX Pro,10111.28,8205.26,1906.03,1906.03,-1958882.53
07-06-2025,17524.72,2628.71,209.8,7654.3,3078.45,1800,391.5,0,0,InnovateX Pro,9870.41,8108.45,1761.96,1761.96,-1957120.57
08-06-2025,17629.63,2644.45,244.28,7778.65,3078.6,1800,389.93,0,0,InnovateX Pro,9850.99,8157.25,1693.74,1693.74,-1955426.83
09-06-2025,16256.02,2438.4,192.79,7198.19,3078.75,1800,388.34,0,0,InnovateX Pro,9057.83,7898.28,1159.55,1159.55,-1954267.28
10-06-2025,18782.15,2817.32,205.18,8093.04,3078.9,1800,386.75,0,0,InnovateX Pro,10689.12,8288.15,2400.97,2400.97,-1951866.32
11-06-2025,17987.24,2698.09,244.04,7399.43,3079.05,1800,385.14,0,0,InnovateX Pro,10587.81,8206.32,2381.49,2381.49,-1949484.82
12-06-2025,17005.53,2550.83,208.6,7507.03,3079.2,1800,383.53,0,0,InnovateX Pro,9498.5,8022.16,1476.35,1476.35,-1948008.47
13-06-2025,16322.91,2448.44,194.77,6714.46,3079.35,1800,381.9,0,0,InnovateX Pro,9608.44,7904.45,1703.99,1703.99,-1946304.48
14-06-2025,17133,2569.95,248.96,7000.97,3079.5,1800,380.27,0,0,InnovateX Pro,10132.03,8078.68,2053.36,2053.36,-1944251.13
15-06-2025,18695.31,2804.3,212.5,7668.85,3079.65,1800,378.62,0,0,InnovateX Pro,11026.45,8275.07,2751.38,2751.38,-1941499.74
16-06-2025,16894.46,2534.17,183.1,7347.11,3079.8,1800,376.97,0,0,InnovateX Pro,9547.35,7974.04,1573.31,1573.31,-1939926.44
17-06-2025,18637.15,2795.57,164.29,7978.05,3079.95,1800,375.31,0,0,InnovateX Pro,10659.1,8215.12,2443.98,2443.98,-1937482.46
18-06-2025,17256.02,2588.4,154.64,7095.69,3080.1,1800,373.64,0,0,InnovateX Pro,10160.33,7996.78,2163.55,2163.55,-1935318.91
19-06-2025,16691.18,2503.68,213.03,7317.03,3080.25,1800,371.97,0,0,InnovateX Pro,9374.16,7968.93,1405.23,1405.23,-1933913.68
20-06-2025,18008.05,2701.21,222.4,7590.07,3080.4,1800,370.29,0,0,InnovateX Pro,10417.98,8174.29,2243.69,2243.69,-1931669.99
21-06-2025,17543.98,2631.6,171.67,7487.68,3080.55,1800,368.6,0,0,Legacy Product,10056.31,8052.42,2003.89,2003.89,-1929666.1
22-06-2025,17392.52,2608.88,206.44,7519.82,3080.7,1800,366.91,0,0,InnovateX Pro,9872.71,8062.92,1809.78,1809.78,-1927856.32
